id,image_path,primary_language,scripts,condition,ground_truth
0311,screenshots/augmented/synthetic_bank_0311_lowres.png,Tanglish,Latin,low-resolution,"14:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 2,093.07
Card payment decline aayiduchu.
Date & time
18 Jun 2024 • 23:52
Reference
NMB-2406-351612
Error code
UAK-636
Issue
Card payment declined
Get help
Back to activity"
0312,screenshots/synthetic_bank_0312.png,Tanglish,Latin,clean,"12:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 1,745.80
Balance innum update aagala.
Date & time
18 Jan 2025 • 22:22
Reference
NMB-2501-742524
Error code
NIW-925
Issue
Balance not updated
Get help
Back to activity"
0312,screenshots/augmented/synthetic_bank_0312_blur.png,Tanglish,Latin,blur,"12:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 1,745.80
Balance innum update aagala.
Date & time
18 Jan 2025 • 22:22
Reference
NMB-2501-742524
Error code
NIW-925
Issue
Balance not updated
Get help
Back to activity"
0312,screenshots/augmented/synthetic_bank_0312_rot.png,Tanglish,Latin,rotation,"12:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 1,745.80
Balance innum update aagala.
Date & time
18 Jan 2025 • 22:22
Reference
NMB-2501-742524
Error code
NIW-925
Issue
Balance not updated
Get help
Back to activity"
0312,screenshots/augmented/synthetic_bank_0312_lowres.png,Tanglish,Latin,low-resolution,"12:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 1,745.80
Balance innum update aagala.
Date & time
18 Jan 2025 • 22:22
Reference
NMB-2501-742524
Error code
NIW-925
Issue
Balance not updated
Get help
Back to activity"
0313,screenshots/synthetic_bank_0313.png,Tamil,Tamil,clean,"10:05
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,446.14
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
31 Aug 2025 • 12:36
Reference
NMB-2508-106940
Error code
LCM-913
Issue
Unauthorized transaction
Secure account
Back to activity"
0313,screenshots/augmented/synthetic_bank_0313_blur.png,Tamil,Tamil,blur,"10:05
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,446.14
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
31 Aug 2025 • 12:36
Reference
NMB-2508-106940
Error code
LCM-913
Issue
Unauthorized transaction
Secure account
Back to activity"
0313,screenshots/augmented/synthetic_bank_0313_rot.png,Tamil,Tamil,rotation,"10:05
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,446.14
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
31 Aug 2025 • 12:36
Reference
NMB-2508-106940
Error code
LCM-913
Issue
Unauthorized transaction
Secure account
Back to activity"
0313,screenshots/augmented/synthetic_bank_0313_lowres.png,Tamil,Tamil,low-resolution,"10:05
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,446.14
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
31 Aug 2025 • 12:36
Reference
NMB-2508-106940
Error code
LCM-913
Issue
Unauthorized transaction
Secure account
Back to activity"
0314,screenshots/synthetic_bank_0314.png,Tanglish,Latin,clean,"18:30
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 807.55
Card payment decline aayiduchu.
Date & time
10 Dec 2025 • 04:40
Reference
NMB-2512-515965
Error code
ITN-260
Issue
Card payment declined
Get help
Back to activity"
0314,screenshots/augmented/synthetic_bank_0314_blur.png,Tanglish,Latin,blur,"18:30
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 807.55
Card payment decline aayiduchu.
Date & time
10 Dec 2025 • 04:40
Reference
NMB-2512-515965
Error code
ITN-260
Issue
Card payment declined
Get help
Back to activity"
0314,screenshots/augmented/synthetic_bank_0314_rot.png,Tanglish,Latin,rotation,"18:30
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 807.55
Card payment decline aayiduchu.
Date & time
10 Dec 2025 • 04:40
Reference
NMB-2512-515965
Error code
ITN-260
Issue
Card payment declined
Get help
Back to activity"
0314,screenshots/augmented/synthetic_bank_0314_lowres.png,Tanglish,Latin,low-resolution,"18:30
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 807.55
Card payment decline aayiduchu.
Date & time
10 Dec 2025 • 04:40
Reference
NMB-2512-515965
Error code
ITN-260
Issue
Card payment declined
Get help
Back to activity"
0315,screenshots/synthetic_bank_0315.png,Tamil,Tamil,clean,"19:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 2,121.04
பணப் பரிமாற்றத்தை நிறைவு செய்ய முடியவில்லை.
Date & time
24 Jan 2024 • 18:43
Reference
NMB-2401-454214
Error code
XRE-248
Issue
Transfer failed
Get help
Back to activity"
0315,screenshots/augmented/synthetic_bank_0315_blur.png,Tamil,Tamil,blur,"19:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 2,121.04
பணப் பரிமாற்றத்தை நிறைவு செய்ய முடியவில்லை.
Date & time
24 Jan 2024 • 18:43
Reference
NMB-2401-454214
Error code
XRE-248
Issue
Transfer failed
Get help
Back to activity"
0315,screenshots/augmented/synthetic_bank_0315_rot.png,Tamil,Tamil,rotation,"19:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 2,121.04
பணப் பரிமாற்றத்தை நிறைவு செய்ய முடியவில்லை.
Date & time
24 Jan 2024 • 18:43
Reference
NMB-2401-454214
Error code
XRE-248
Issue
Transfer failed
Get help
Back to activity"
0315,screenshots/augmented/synthetic_bank_0315_lowres.png,Tamil,Tamil,low-resolution,"19:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 2,121.04
பணப் பரிமாற்றத்தை நிறைவு செய்ய முடியவில்லை.
Date & time
24 Jan 2024 • 18:43
Reference
NMB-2401-454214
Error code
XRE-248
Issue
Transfer failed
Get help
Back to activity"
0316,screenshots/synthetic_bank_0316.png,Singlish,Latin,clean,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 298.47
Transfer eka thawama process wenawa.
Date & time
17 Mar 2026 • 06:19
Reference
NMB-2603-672235
Error code
EIF-202
Issue
Transfer pending
Get help
Back to activity"
0316,screenshots/augmented/synthetic_bank_0316_blur.png,Singlish,Latin,blur,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 298.47
Transfer eka thawama process wenawa.
Date & time
17 Mar 2026 • 06:19
Reference
NMB-2603-672235
Error code
EIF-202
Issue
Transfer pending
Get help
Back to activity"
0316,screenshots/augmented/synthetic_bank_0316_rot.png,Singlish,Latin,rotation,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 298.47
Transfer eka thawama process wenawa.
Date & time
17 Mar 2026 • 06:19
Reference
NMB-2603-672235
Error code
EIF-202
Issue
Transfer pending
Get help
Back to activity"
0316,screenshots/augmented/synthetic_bank_0316_lowres.png,Singlish,Latin,low-resolution,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
SGD 298.47
Transfer eka thawama process wenawa.
Date & time
17 Mar 2026 • 06:19
Reference
NMB-2603-672235
Error code
EIF-202
Issue
Transfer pending
Get help
Back to activity"
0317,screenshots/synthetic_bank_0317.png,English,Latin,clean,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,979.52
The new beneficiary could not be added.
Date & time
11 Apr 2024 • 11:16
Reference
NMB-2404-985567
Error code
VNF-606
Issue
Beneficiary not added
Get help
Back to activity"
0317,screenshots/augmented/synthetic_bank_0317_blur.png,English,Latin,blur,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,979.52
The new beneficiary could not be added.
Date & time
11 Apr 2024 • 11:16
Reference
NMB-2404-985567
Error code
VNF-606
Issue
Beneficiary not added
Get help
Back to activity"
0317,screenshots/augmented/synthetic_bank_0317_rot.png,English,Latin,rotation,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,979.52
The new beneficiary could not be added.
Date & time
11 Apr 2024 • 11:16
Reference
NMB-2404-985567
Error code
VNF-606
Issue
Beneficiary not added
Get help
Back to activity"
0317,screenshots/augmented/synthetic_bank_0317_lowres.png,English,Latin,low-resolution,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,979.52
The new beneficiary could not be added.
Date & time
11 Apr 2024 • 11:16
Reference
NMB-2404-985567
Error code
VNF-606
Issue
Beneficiary not added
Get help
Back to activity"
0318,screenshots/synthetic_bank_0318.png,Tanglish,Latin,clean,"11:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 938.38
Card payment decline aayiduchu.
Date & time
11 Jan 2026 • 21:47
Reference
NMB-2601-627055
Error code
ZXG-137
Issue
Card payment declined
Get help
Back to activity"
0318,screenshots/augmented/synthetic_bank_0318_blur.png,Tanglish,Latin,blur,"11:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 938.38
Card payment decline aayiduchu.
Date & time
11 Jan 2026 • 21:47
Reference
NMB-2601-627055
Error code
ZXG-137
Issue
Card payment declined
Get help
Back to activity"
0318,screenshots/augmented/synthetic_bank_0318_rot.png,Tanglish,Latin,rotation,"11:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 938.38
Card payment decline aayiduchu.
Date & time
11 Jan 2026 • 21:47
Reference
NMB-2601-627055
Error code
ZXG-137
Issue
Card payment declined
Get help
Back to activity"
0318,screenshots/augmented/synthetic_bank_0318_lowres.png,Tanglish,Latin,low-resolution,"11:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
LKR 938.38
Card payment decline aayiduchu.
Date & time
11 Jan 2026 • 21:47
Reference
NMB-2601-627055
Error code
ZXG-137
Issue
Card payment declined
Get help
Back to activity"
0319,screenshots/synthetic_bank_0319.png,Singlish,Latin,clean,"15:00
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,273.54
Card eka horakam kala; danma freeze karanna.
Date & time
18 Dec 2025 • 09:23
Reference
NMB-2512-749107
Error code
CYK-188
Issue
Card stolen
Freeze card
Back to activity"
0319,screenshots/augmented/synthetic_bank_0319_blur.png,Singlish,Latin,blur,"15:00
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,273.54
Card eka horakam kala; danma freeze karanna.
Date & time
18 Dec 2025 • 09:23
Reference
NMB-2512-749107
Error code
CYK-188
Issue
Card stolen
Freeze card
Back to activity"
0319,screenshots/augmented/synthetic_bank_0319_rot.png,Singlish,Latin,rotation,"15:00
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,273.54
Card eka horakam kala; danma freeze karanna.
Date & time
18 Dec 2025 • 09:23
Reference
NMB-2512-749107
Error code
CYK-188
Issue
Card stolen
Freeze card
Back to activity"
0319,screenshots/augmented/synthetic_bank_0319_lowres.png,Singlish,Latin,low-resolution,"15:00
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,273.54
Card eka horakam kala; danma freeze karanna.
Date & time
18 Dec 2025 • 09:23
Reference
NMB-2512-749107
Error code
CYK-188
Issue
Card stolen
Freeze card
Back to activity"
0320,screenshots/synthetic_bank_0320.png,Mixed-language,Latin,clean,"15:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 630.62
Salli transfer eka complete une naha. Money transfer complete aagala.
Date & time
23 Jan 2026 • 23:47
Reference
NMB-2601-494253
Error code
FGY-518
Issue
Transfer failed
Get help
Back to activity"
0320,screenshots/augmented/synthetic_bank_0320_blur.png,Mixed-language,Latin,blur,"15:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 630.62
Salli transfer eka complete une naha. Money transfer complete aagala.
Date & time
23 Jan 2026 • 23:47
Reference
NMB-2601-494253
Error code
FGY-518
Issue
Transfer failed
Get help
Back to activity"
0320,screenshots/augmented/synthetic_bank_0320_rot.png,Mixed-language,Latin,rotation,"15:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 630.62
Salli transfer eka complete une naha. Money transfer complete aagala.
Date & time
23 Jan 2026 • 23:47
Reference
NMB-2601-494253
Error code
FGY-518
Issue
Transfer failed
Get help
Back to activity"
0320,screenshots/augmented/synthetic_bank_0320_lowres.png,Mixed-language,Latin,low-resolution,"15:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 630.62
Salli transfer eka complete une naha. Money transfer complete aagala.
Date & time
23 Jan 2026 • 23:47
Reference
NMB-2601-494253
Error code
FGY-518
Issue
Transfer failed
Get help
Back to activity"
0321,screenshots/synthetic_bank_0321.png,Singlish,Latin,clean,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,872.13
Salli ganna transaction eka fail una.
Date & time
20 Jan 2026 • 07:45
Reference
NMB-2601-238074
Error code
FHZ-810
Issue
Cash withdrawal failure
Get help
Back to activity"
0321,screenshots/augmented/synthetic_bank_0321_blur.png,Singlish,Latin,blur,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,872.13
Salli ganna transaction eka fail una.
Date & time
20 Jan 2026 • 07:45
Reference
NMB-2601-238074
Error code
FHZ-810
Issue
Cash withdrawal failure
Get help
Back to activity"
0321,screenshots/augmented/synthetic_bank_0321_rot.png,Singlish,Latin,rotation,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,872.13
Salli ganna transaction eka fail una.
Date & time
20 Jan 2026 • 07:45
Reference
NMB-2601-238074
Error code
FHZ-810
Issue
Cash withdrawal failure
Get help
Back to activity"
0321,screenshots/augmented/synthetic_bank_0321_lowres.png,Singlish,Latin,low-resolution,"22:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,872.13
Salli ganna transaction eka fail una.
Date & time
20 Jan 2026 • 07:45
Reference
NMB-2601-238074
Error code
FHZ-810
Issue
Cash withdrawal failure
Get help
Back to activity"
0322,screenshots/synthetic_bank_0322.png,Mixed-language,Latin,clean,"14:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,221.39
Mama nodanna transaction ekak thiyenawa. Enakku theriyatha transaction irukku.
Date & time
14 Aug 2024 • 17:56
Reference
NMB-2408-313688
Error code
GOZ-583
Issue
Unauthorized transaction
Secure account
Back to activity"
0322,screenshots/augmented/synthetic_bank_0322_blur.png,Mixed-language,Latin,blur,"14:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,221.39
Mama nodanna transaction ekak thiyenawa. Enakku theriyatha transaction irukku.
Date & time
14 Aug 2024 • 17:56
Reference
NMB-2408-313688
Error code
GOZ-583
Issue
Unauthorized transaction
Secure account
Back to activity"
0322,screenshots/augmented/synthetic_bank_0322_rot.png,Mixed-language,Latin,rotation,"14:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,221.39
Mama nodanna transaction ekak thiyenawa. Enakku theriyatha transaction irukku.
Date & time
14 Aug 2024 • 17:56
Reference
NMB-2408-313688
Error code
GOZ-583
Issue
Unauthorized transaction
Secure account
Back to activity"
0322,screenshots/augmented/synthetic_bank_0322_lowres.png,Mixed-language,Latin,low-resolution,"14:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 2,221.39
Mama nodanna transaction ekak thiyenawa. Enakku theriyatha transaction irukku.
Date & time
14 Aug 2024 • 17:56
Reference
NMB-2408-313688
Error code
GOZ-583
Issue
Unauthorized transaction
Secure account
Back to activity"
0323,screenshots/synthetic_bank_0323.png,Sinhala,Sinhala,clean,"15:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
EUR 780.36
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
02 May 2024 • 11:25
Reference
NMB-2405-222598
Error code
VME-818
Issue
Card payment declined
Get help
Back to activity"
0323,screenshots/augmented/synthetic_bank_0323_blur.png,Sinhala,Sinhala,blur,"15:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
EUR 780.36
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
02 May 2024 • 11:25
Reference
NMB-2405-222598
Error code
VME-818
Issue
Card payment declined
Get help
Back to activity"
0323,screenshots/augmented/synthetic_bank_0323_rot.png,Sinhala,Sinhala,rotation,"15:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
EUR 780.36
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
02 May 2024 • 11:25
Reference
NMB-2405-222598
Error code
VME-818
Issue
Card payment declined
Get help
Back to activity"
0323,screenshots/augmented/synthetic_bank_0323_lowres.png,Sinhala,Sinhala,low-resolution,"15:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
EUR 780.36
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
02 May 2024 • 11:25
Reference
NMB-2405-222598
Error code
VME-818
Issue
Card payment declined
Get help
Back to activity"
0324,screenshots/synthetic_bank_0324.png,Tanglish,Latin,clean,"09:05
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 942.81
Refund innum pending-la irukku.
Date & time
05 Jan 2026 • 17:48
Reference
NMB-2601-972702
Error code
YVU-627
Issue
Refund pending
Get help
Back to activity"
0324,screenshots/augmented/synthetic_bank_0324_blur.png,Tanglish,Latin,blur,"09:05
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 942.81
Refund innum pending-la irukku.
Date & time
05 Jan 2026 • 17:48
Reference
NMB-2601-972702
Error code
YVU-627
Issue
Refund pending
Get help
Back to activity"
0324,screenshots/augmented/synthetic_bank_0324_rot.png,Tanglish,Latin,rotation,"09:05
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 942.81
Refund innum pending-la irukku.
Date & time
05 Jan 2026 • 17:48
Reference
NMB-2601-972702
Error code
YVU-627
Issue
Refund pending
Get help
Back to activity"
0324,screenshots/augmented/synthetic_bank_0324_lowres.png,Tanglish,Latin,low-resolution,"09:05
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 942.81
Refund innum pending-la irukku.
Date & time
05 Jan 2026 • 17:48
Reference
NMB-2601-972702
Error code
YVU-627
Issue
Refund pending
Get help
Back to activity"
0325,screenshots/synthetic_bank_0325.png,Tanglish,Latin,clean,"14:05
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
LKR 1,503.65
Exchange rate sari illa pola.
Date & time
01 Apr 2025 • 00:11
Reference
NMB-2504-517535
Error code
JPZ-294
Issue
Wrong exchange rate
Get help
Back to activity"
0325,screenshots/augmented/synthetic_bank_0325_blur.png,Tanglish,Latin,blur,"14:05
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
LKR 1,503.65
Exchange rate sari illa pola.
Date & time
01 Apr 2025 • 00:11
Reference
NMB-2504-517535
Error code
JPZ-294
Issue
Wrong exchange rate
Get help
Back to activity"
0325,screenshots/augmented/synthetic_bank_0325_rot.png,Tanglish,Latin,rotation,"14:05
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
LKR 1,503.65
Exchange rate sari illa pola.
Date & time
01 Apr 2025 • 00:11
Reference
NMB-2504-517535
Error code
JPZ-294
Issue
Wrong exchange rate
Get help
Back to activity"
0325,screenshots/augmented/synthetic_bank_0325_lowres.png,Tanglish,Latin,low-resolution,"14:05
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
LKR 1,503.65
Exchange rate sari illa pola.
Date & time
01 Apr 2025 • 00:11
Reference
NMB-2504-517535
Error code
JPZ-294
Issue
Wrong exchange rate
Get help
Back to activity"
0326,screenshots/synthetic_bank_0326.png,Singlish,Latin,clean,"16:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 754.78
Salli ganna transaction eka fail una.
Date & time
29 Nov 2024 • 13:12
Reference
NMB-2411-818367
Error code
OWB-275
Issue
Cash withdrawal failure
Get help
Back to activity"
0326,screenshots/augmented/synthetic_bank_0326_blur.png,Singlish,Latin,blur,"16:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 754.78
Salli ganna transaction eka fail una.
Date & time
29 Nov 2024 • 13:12
Reference
NMB-2411-818367
Error code
OWB-275
Issue
Cash withdrawal failure
Get help
Back to activity"
0326,screenshots/augmented/synthetic_bank_0326_rot.png,Singlish,Latin,rotation,"16:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 754.78
Salli ganna transaction eka fail una.
Date & time
29 Nov 2024 • 13:12
Reference
NMB-2411-818367
Error code
OWB-275
Issue
Cash withdrawal failure
Get help
Back to activity"
0326,screenshots/augmented/synthetic_bank_0326_lowres.png,Singlish,Latin,low-resolution,"16:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 754.78
Salli ganna transaction eka fail una.
Date & time
29 Nov 2024 • 13:12
Reference
NMB-2411-818367
Error code
OWB-275
Issue
Cash withdrawal failure
Get help
Back to activity"
0327,screenshots/synthetic_bank_0327.png,Singlish,Latin,clean,"12:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 911.86
Beneficiary add karanna bari una.
Date & time
06 Apr 2024 • 15:44
Reference
NMB-2404-531289
Error code
KNI-673
Issue
Beneficiary not added
Get help
Back to activity"
0327,screenshots/augmented/synthetic_bank_0327_blur.png,Singlish,Latin,blur,"12:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 911.86
Beneficiary add karanna bari una.
Date & time
06 Apr 2024 • 15:44
Reference
NMB-2404-531289
Error code
KNI-673
Issue
Beneficiary not added
Get help
Back to activity"
0327,screenshots/augmented/synthetic_bank_0327_rot.png,Singlish,Latin,rotation,"12:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 911.86
Beneficiary add karanna bari una.
Date & time
06 Apr 2024 • 15:44
Reference
NMB-2404-531289
Error code
KNI-673
Issue
Beneficiary not added
Get help
Back to activity"
0327,screenshots/augmented/synthetic_bank_0327_lowres.png,Singlish,Latin,low-resolution,"12:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 911.86
Beneficiary add karanna bari una.
Date & time
06 Apr 2024 • 15:44
Reference
NMB-2404-531289
Error code
KNI-673
Issue
Beneficiary not added
Get help
Back to activity"
0328,screenshots/synthetic_bank_0328.png,Sinhala,Sinhala,clean,"22:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
GBP 1,609.23
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
10 Dec 2025 • 10:29
Reference
NMB-2512-608465
Error code
LDS-125
Issue
Card payment declined
Get help
Back to activity"
0328,screenshots/augmented/synthetic_bank_0328_blur.png,Sinhala,Sinhala,blur,"22:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
GBP 1,609.23
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
10 Dec 2025 • 10:29
Reference
NMB-2512-608465
Error code
LDS-125
Issue
Card payment declined
Get help
Back to activity"
0328,screenshots/augmented/synthetic_bank_0328_rot.png,Sinhala,Sinhala,rotation,"22:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
GBP 1,609.23
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
10 Dec 2025 • 10:29
Reference
NMB-2512-608465
Error code
LDS-125
Issue
Card payment declined
Get help
Back to activity"
0328,screenshots/augmented/synthetic_bank_0328_lowres.png,Sinhala,Sinhala,low-resolution,"22:15
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
GBP 1,609.23
ඔබගේ කාඩ් ගෙවීම ප්‍රතික්ෂේප විය.
Date & time
10 Dec 2025 • 10:29
Reference
NMB-2512-608465
Error code
LDS-125
Issue
Card payment declined
Get help
Back to activity"
0329,screenshots/synthetic_bank_0329.png,Sinhala,Sinhala,clean,"20:45
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,228.94
ඔබගේ මුදල් ආපසු ගෙවීම තවම පවතී.
Date & time
22 Sep 2025 • 01:31
Reference
NMB-2509-544286
Error code
STP-648
Issue
Refund pending
Get help
Back to activity"
0329,screenshots/augmented/synthetic_bank_0329_blur.png,Sinhala,Sinhala,blur,"20:45
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,228.94
ඔබගේ මුදල් ආපසු ගෙවීම තවම පවතී.
Date & time
22 Sep 2025 • 01:31
Reference
NMB-2509-544286
Error code
STP-648
Issue
Refund pending
Get help
Back to activity"
0329,screenshots/augmented/synthetic_bank_0329_rot.png,Sinhala,Sinhala,rotation,"20:45
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,228.94
ඔබගේ මුදල් ආපසු ගෙවීම තවම පවතී.
Date & time
22 Sep 2025 • 01:31
Reference
NMB-2509-544286
Error code
STP-648
Issue
Refund pending
Get help
Back to activity"
0329,screenshots/augmented/synthetic_bank_0329_lowres.png,Sinhala,Sinhala,low-resolution,"20:45
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,228.94
ඔබගේ මුදල් ආපසු ගෙවීම තවම පවතී.
Date & time
22 Sep 2025 • 01:31
Reference
NMB-2509-544286
Error code
STP-648
Issue
Refund pending
Get help
Back to activity"
0330,screenshots/synthetic_bank_0330.png,English,Latin,clean,"17:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,102.17
We could not complete this cash withdrawal.
Date & time
20 Jun 2026 • 11:50
Reference
NMB-2606-132354
Error code
RAW-580
Issue
Cash withdrawal failure
Get help
Back to activity"
0330,screenshots/augmented/synthetic_bank_0330_blur.png,English,Latin,blur,"17:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,102.17
We could not complete this cash withdrawal.
Date & time
20 Jun 2026 • 11:50
Reference
NMB-2606-132354
Error code
RAW-580
Issue
Cash withdrawal failure
Get help
Back to activity"
0330,screenshots/augmented/synthetic_bank_0330_rot.png,English,Latin,rotation,"17:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,102.17
We could not complete this cash withdrawal.
Date & time
20 Jun 2026 • 11:50
Reference
NMB-2606-132354
Error code
RAW-580
Issue
Cash withdrawal failure
Get help
Back to activity"
0330,screenshots/augmented/synthetic_bank_0330_lowres.png,English,Latin,low-resolution,"17:10
4G
Nova Mobile Banking
Secure transaction centre
FAILED
GBP 1,102.17
We could not complete this cash withdrawal.
Date & time
20 Jun 2026 • 11:50
Reference
NMB-2606-132354
Error code
RAW-580
Issue
Cash withdrawal failure
Get help
Back to activity"
0331,screenshots/synthetic_bank_0331.png,English,Latin,clean,"21:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
LKR 703.96
We could not complete this cash withdrawal.
Date & time
04 Jun 2025 • 05:12
Reference
NMB-2506-222931
Error code
ZKT-706
Issue
Cash withdrawal failure
Get help
Back to activity"
0331,screenshots/augmented/synthetic_bank_0331_blur.png,English,Latin,blur,"21:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
LKR 703.96
We could not complete this cash withdrawal.
Date & time
04 Jun 2025 • 05:12
Reference
NMB-2506-222931
Error code
ZKT-706
Issue
Cash withdrawal failure
Get help
Back to activity"
0331,screenshots/augmented/synthetic_bank_0331_rot.png,English,Latin,rotation,"21:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
LKR 703.96
We could not complete this cash withdrawal.
Date & time
04 Jun 2025 • 05:12
Reference
NMB-2506-222931
Error code
ZKT-706
Issue
Cash withdrawal failure
Get help
Back to activity"
0331,screenshots/augmented/synthetic_bank_0331_lowres.png,English,Latin,low-resolution,"21:05
4G
Nova Mobile Banking
Secure transaction centre
FAILED
LKR 703.96
We could not complete this cash withdrawal.
Date & time
04 Jun 2025 • 05:12
Reference
NMB-2506-222931
Error code
ZKT-706
Issue
Cash withdrawal failure
Get help
Back to activity"
