row_index,text_en,text_singlish,category,sentiment,priority
4207,Can I obtained a Visa Card,mata Visa Card ekak labaganna puluvanda,visa_or_mastercard,Neutral,Low
4208,"Please give me both Visa and MasterCard, is it possible?","karunakarala Visa ekayi MasterCard ekayi dekama denna, eka puluvanda?",visa_or_mastercard,Neutral,Low
4209,Do I get Visa or Mastercard?,mata Visa da Mastercard da labenne?,visa_or_mastercard,Neutral,Low
4210,Why did I get a different card then requested?,mama request kalata vada venas card ekak labune ayi?,visa_or_mastercard,Neutral,Low
4211,Can I use a Visa or Mastercard?,Visa ekak ho Mastercard ekak pavichchi karanna puluvanda?,visa_or_mastercard,Neutral,Low
4212,Can I choose between Visa and Mastercard?,Visa saha Mastercard atara toraganna puluvanda?,visa_or_mastercard,Neutral,Low
4213,Mastercard is my preferred company.,Mastercard tamayi mage favorite company.,visa_or_mastercard,Neutral,Low
4214,Is it possible to get both Mastercard and Visa card from you?,oyalagen Mastercard ekayi Visa card ekayi dekama labaganna puluvanda?,visa_or_mastercard,Neutral,Low
4215,I'd prefer a Mastercard.,Mastercard ekakata kamatiyi.,visa_or_mastercard,Neutral,Low
4216,Can I have a mastercard?,mata mastercard ekak tiyaganna puluvanda?,visa_or_mastercard,Neutral,Low
4217,How do I get selected for a visa card?,visa card ekakata select venne kohomada?,visa_or_mastercard,Neutral,Low
4218,Do I have an option between Visa and MasterCard?,Visa saha MasterCard atara option ekak tiyenavada?,visa_or_mastercard,Neutral,Low
4219,Can I get a Visa from you?,oyalagen Visa ekak labaganna puluvanda?,visa_or_mastercard,Neutral,Low
4220,I hope to get a Visa card,Visa card ekak labeyi kiyala balaporottu venava,visa_or_mastercard,Neutral,Low
4221,Which one are you?  Visa or Mastercard?,oyala monavada? Visa da Mastercard da?,visa_or_mastercard,Neutral,Low
4222,How can get a Visa card?,Visa card ekak labaganne kohomada?,visa_or_mastercard,Neutral,Low
4223,Can you make sure I get a MasterCard and not a Visa?,"mata MasterCard ekak labenava, Visa ekak neveyi kiyala confirm karanna puluvanda?",visa_or_mastercard,Neutral,Low
4224,I would prefer a Mastercard.,Mastercard ekakata kamatiyi.,visa_or_mastercard,Neutral,Low
4225,I would like to get both Mastercard and Visa card from you if that's possible.,puluvan nam oyalagen Mastercard ekayi Visa card ekayi dekama labaganna one.,visa_or_mastercard,Neutral,Low
4226,Will I get a visa or Mastercard?,mata visa ekada Mastercard ekada labenne?,visa_or_mastercard,Neutral,Low
4227,Will you guys do Visa or Mastercard?,oyala Visa da Mastercard da karanne?,visa_or_mastercard,Neutral,Low
4228,Do you only use Visa or do you have Mastercard too?,"oyala Visa vitarada pavichchi karanne, nattam Mastercard ekat tiyenavada?",visa_or_mastercard,Neutral,Low
4229,Can I get a Visa card?,mata Visa card ekak labaganna puluvanda?,visa_or_mastercard,Neutral,Low
4230,I would like to know if you use Visa or Mastercard.,oyala Visa da Mastercard da pavichchi karanne kiyala danaganna one.,visa_or_mastercard,Neutral,Low
4231,Is it acceptable to use either Visa or Mastercard?,Visa ho Mastercard deken ekak pavichchi karana eka acceptable da?,visa_or_mastercard,Neutral,Low
4232,"Please tell me, do you use Visa or Mastercard?","karunakarala kiyanna, oyala Visa da Mastercard da pavichchi karanne?",visa_or_mastercard,Neutral,Low
4233,Can I choose what card I can use,mata pavichchi karanna puluvan card eka toraganna puluvanda,visa_or_mastercard,Neutral,Low
4234,Do you supply both Visa and Mastercard?,oyala Visa ekayi Mastercard ekayi dekama supply karanavada?,visa_or_mastercard,Neutral,Low
4235,My money I had was gone and I could not get gas!,"mage langa tibunu salli nati vuna, gas gannavat bari vuna!",topping_up_by_card,Negative,Medium
4236,i can not see my top up,mage top up eka mata penne naa,topping_up_by_card,Neutral,Medium
4237,I can't see my top up in my wallet!,mage wallet eke mage top up eka penne naa!,topping_up_by_card,Neutral,Medium
4238,I want to transfer money using my credit card.,mage credit card eken salli transfer karaganna one.,topping_up_by_card,Neutral,Low
4239,"I tried topping up using my card, but the money is gone?","mama card eken top up karanna haduva, et salli naa?",topping_up_by_card,Neutral,Medium
4240,How can my friends top up my account?,mage yaluvanta mage account eka top up karanne kohomada?,topping_up_by_card,Neutral,Low
4241,"I used my card to top up, but the money is not there!","mama card eken top up kala, et salli etana naa!",topping_up_by_card,Neutral,Medium
4242,My card needs to be topped up.,mage card ekata top up one.,topping_up_by_card,Neutral,Low
4243,Can my friends top up my account?,mage yaluvanta mage account eka top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4244,What's the process for topping up by card?,card eken top up karana process eka mokakda?,topping_up_by_card,Neutral,Low
4245,Is my account able to be topped up by my friends?,mage account eka mage yaluvanta top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4246,Can anyone else top-up for me?,vena kavuru hari mata top-up karanna puluvanda?,topping_up_by_card,Neutral,Low
4247,I tried to top up and suddenly my money disappeared,mama top up karanna haduva ekaparatama mage salli aturudahan vuna,topping_up_by_card,Neutral,Medium
4248,My wallet doesn't show my recent top up.,mage wallet eke langadi karapu top up eka penne naa.,topping_up_by_card,Neutral,Medium
4249,Can I get my friends to add money to my account?,mage yaluvanta mage account ekata salli add karaganna puluvanda?,topping_up_by_card,Neutral,Low
4250,I used my card top-up but all of the money is missing.,mama card top-up ekak pavichchi kala et salli okkoma missing.,topping_up_by_card,Neutral,Medium
4251,Could you tell me why my top up isn't showing in my wallet?,mage top up eka wallet eke nopenenne ayi kiyala kiyanna puluvanda?,topping_up_by_card,Neutral,Medium
4252,What do I do to Top up my card?,mage card eka Top up karanna mama mokada karanne?,topping_up_by_card,Neutral,Low
4253,"I tried topping off my account with a card, but the money is not in my account despite the charge going through","mama card ekakin account eka top off karanna haduva, et charge eka go through vunat salli account eke naa",topping_up_by_card,Neutral,Medium
4254,Is it possible to top up by card?,card eken top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4255,I want to know how to transfer money with my credit card,mage credit card eken salli transfer karanne kohomada kiyala danaganna one,topping_up_by_card,Neutral,Low
4256,Hoe do i use my credit card to transfer money?,salli transfer karanna mage credit card eka pavichchi karanne kohomada?,topping_up_by_card,Neutral,Low
4257,"I attempted to top up using my card, but now the money just disappeared?","mama card eken top up karanna haduva, dan salli aturudahan vuna?",topping_up_by_card,Neutral,Medium
4258,My top up isn't in my wallet.,mage top up eka wallet eke naa.,topping_up_by_card,Neutral,Medium
4259,Can I let other people have access to my account in order to top up?,top up karanna mage account ekata vena ayata access denna puluvanda?,topping_up_by_card,Neutral,Low
4260,How do I to up by card?,card eken top up karanne kohomada?,topping_up_by_card,Neutral,Low
4261,How do I add money to my card?,mage card ekata salli add karaganne kohomada?,topping_up_by_card,Neutral,Low
4262,"When I tried to top up using my card, all of the money disappeared.","mama card eken top up karanna hadaddi, salli okkoma aturudahan vuna.",topping_up_by_card,Neutral,Medium
4263,"I used my card to top up, but now I don't see the money in my account.","mama card eken top up kala, et dan account eke salli penne naa.",topping_up_by_card,Neutral,Medium
4264,Can i top up by card?,card eken top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4265,With my credit card i would like to transfer money.,mage credit card eken salli transfer karaganna one.,topping_up_by_card,Neutral,Low
4266,I want to top up by card,card eken top up karanna one,topping_up_by_card,Neutral,Low
4267,I don't understanfd how to top up,top up karanne kohomada kiyala terenne naa,topping_up_by_card,Neutral,Low
4268,Why was my card charged when topping off my balance but it's not showing up in my wallet balance?,balance eka top off karaddi mage card ekata charge kalat wallet balance eke penne natte ayi?,topping_up_by_card,Neutral,Medium
4269,Why can't I see my top up?,mage top up eka mata dakinna bari ayi?,topping_up_by_card,Neutral,Medium
4270,Is it simple to transfer money using my credit card?,credit card eken salli transfer karana eka simple da?,topping_up_by_card,Neutral,Low
4271,Why can't I see the top up I made?,mama karapu top up eka mata dakinna bari ayi?,topping_up_by_card,Neutral,Medium
4272,Can a credit card be used to transfer money?,credit card ekakin salli transfer karanna puluvanda?,topping_up_by_card,Neutral,Low
4273,Is it possible to transfer money to my credit card?,mage credit card ekata salli transfer karanna puluvanda?,topping_up_by_card,Neutral,Low
4274,"My wallet isn't showing my top-up, did I do something wrong?","mage wallet eke top-up eka penne naa, mama mokak hari varadiyata kalada?",topping_up_by_card,Neutral,Medium
4275,How can I transfer money using my credit card?,mage credit card eken salli transfer karanne kohomada?,topping_up_by_card,Neutral,Low
4276,The money disappeared after I topped up my account.,account eka top up kalata passe salli aturudahan vuna.,topping_up_by_card,Neutral,Medium
4277,The money disappeared when I tried to use my card to top up.,top up karanna mage card eka pavichchi karanna hadaddi salli aturudahan vuna.,topping_up_by_card,Neutral,Medium
4278,I wasn't able to use my top up card because the money I put on there wasn't there anymore,mama damma salli etana nati nisa mage top up card eka pavichchi karanna bari vuna,topping_up_by_card,Neutral,Medium
4279,Top up not available in my wallet.,top up eka mage wallet eke available naa.,topping_up_by_card,Neutral,Medium
4280,How do I transfer funds directly from my credit card?,mage credit card eken directly funds transfer karanne kohomada?,topping_up_by_card,Neutral,Low
4281,i need to top up by card.,card eken top up karaganna one.,topping_up_by_card,Neutral,Low
4282,How do I top up on my card?,mage card eke top up karanne kohomada?,topping_up_by_card,Neutral,Low
4283,top up by my card is that possible?,mage card eken top up karana eka puluvanda?,topping_up_by_card,Neutral,Low
4284,I tried to get gas but my money was gone!,gas ganna hadaddi mage salli nati vuna!,topping_up_by_card,Negative,Medium
4285,How do I use a card to top up?,top up karanna card ekak pavichchi karanne kohomada?,topping_up_by_card,Neutral,Low
4286,Can my account be topped-up by friends of mine.,mage account eka mage yaluvanta top-up karanna puluvanda.,topping_up_by_card,Neutral,Low
4287,Is it possible for friends to top up my account?,yaluvanta mage account eka top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4288,How do I top up by card?,card eken top up karanne kohomada?,topping_up_by_card,Neutral,Low
4289,My top up is not showing up in my wallet!,mage top up eka wallet eke naa!,topping_up_by_card,Neutral,Medium
4290,Transferring money using credit card,credit card eken salli transfer kirima,topping_up_by_card,Neutral,Low
4291,Will my friends be able to top up my account?,mage yaluvanta mage account eka top up karanna puluvan veyida?,topping_up_by_card,Neutral,Low
4292,I was attempting to top up with my card but the money has vanished!,mama card eken top up karanna haduva et salli vanish vuna!,topping_up_by_card,Negative,Medium
4293,Can I allow other people to top up my account?,vena ayata mage account eka top up karanna ida denna puluvanda?,topping_up_by_card,Neutral,Low
4294,can other people use the app to add money to my account,vena ayata app eka pavichchi karala mage account ekata salli add karanna puluvanda,topping_up_by_card,Neutral,Low
4295,"I tried to top off using the card, but the money just disappeared?","mama card eken top off karanna haduva, salli aturudahan vuna?",topping_up_by_card,Negative,Medium
4296,Show me how can my friends top up my account.,mage yaluvanta mage account eka top up karanne kohomada kiyala pennanna.,topping_up_by_card,Neutral,Low
4297,How do i set up my credit card to send transfers?,transfers yavanna mage credit card eka set karaganne kohomada?,topping_up_by_card,Neutral,Low
4298,I don't see me 'top up' in my wallet,mage wallet eke mage 'top up' eka penne naa,topping_up_by_card,Neutral,Medium
4299,What do I need to do to transfer money with my credit card?,mage credit card eken salli transfer karanna mama mokada karanna one?,topping_up_by_card,Neutral,Low
4300,I used my card to top-up but the money is gone!,mama card eken top-up kala et salli naa!,topping_up_by_card,Negative,Medium
4301,what happened to the money after i put in the wrong info and it got declined,varadi info ekak dala decline vunata passe sallita mokada vune,topping_up_by_card,Neutral,Medium
4302,"Can I add other people to my account, so they can top up?",top up karanna mage account ekata vena aya add karaganna puluvanda?,topping_up_by_card,Neutral,Low
4303,show me how to top up,top up karanne kohomada kiyala pennanna,topping_up_by_card,Neutral,Low
4304,My friends would like to add to my account. What is the procedure?,mage yaluvanta mage account ekata add karanna one. procedure eka mokakda?,topping_up_by_card,Neutral,Low
4305,I want to transfer money with my credit card.,mage credit card eken salli transfer karaganna one.,topping_up_by_card,Neutral,Low
4306,Something is wrong with my top up and I can't see it. How do I find it?,"mage top up eke mokak hari varadiyi, dakinna baa. eka hoyaganne kohomada?",topping_up_by_card,Neutral,Medium
4307,Can my account be topped up by my friends?,mage account eka yaluvanta top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4308,Am I the only one who can top-up my account?,mage account eka top-up karanna puluvan ekama kena mamada?,topping_up_by_card,Neutral,Low
4309,How do I top up using my card?,mage card eken top up karanne kohomada?,topping_up_by_card,Neutral,Low
4310,Can a friend top up my account,yaluvekta mage account eka top up karanna puluvanda,topping_up_by_card,Neutral,Low
4311,What information am I going to have to have in order to do a transfer with my card?,mage card eken transfer ekak karanna mata ona information mokakda?,topping_up_by_card,Neutral,Low
4312,top up with credit card,credit card eken top up kirima,topping_up_by_card,Neutral,Low
4313,What's the process for topping up my card?,mage card eka top up karana process eka mokakda?,topping_up_by_card,Neutral,Low
4314,I don't see my top up in my wallet.,mage wallet eke mage top up eka penne naa.,topping_up_by_card,Neutral,Medium
4315,Can friends I have top-up my account?,mage yaluvanta account eka top-up karanna puluvanda?,topping_up_by_card,Neutral,Low
4316,I cannot tell what my top up currently is.,dan mage top up eka mokakda kiyala kiyanna baa.,topping_up_by_card,Neutral,Medium
4317,How do I go about transferring money using my credit card?,mage credit card eken salli transfer karanne kohomada?,topping_up_by_card,Neutral,Low
4318,Can you tell me how to top up on my card?,mage card eke top up karanne kohomada kiyala kiyanna puluvanda?,topping_up_by_card,Neutral,Low
4319,my top up isnt there yet where do i find it,"mage top up eka thama etana naa, eka hoyaganne kohenda",topping_up_by_card,Neutral,Medium
4320,"If I want a friend to top off my account, can they?","yaluvekta mage account eka top off karaganna ona nam, eyata puluvanda?",topping_up_by_card,Neutral,Low
4321,My wallet is empty even though I topped it up an hour ago.,payakata kalin top up kalat mage wallet eka his.,topping_up_by_card,Neutral,Medium
4322,Can somebody else top up my account?,vena kavuru hari mage account eka top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4323,I'd like to transfer funds using my credit card.,mage credit card eken funds transfer karaganna one.,topping_up_by_card,Neutral,Low
4324,Where did my top-up go? I can't find it in my wallet,mage top-up eka giye koheda? wallet eke hoyaganna baa,topping_up_by_card,Neutral,Medium
4325,My money disappeared right when I tried to top up,top up karanna hadaddima mage salli aturudahan vuna,topping_up_by_card,Neutral,Medium
4326,How does someone else top up my account,vena kenek mage account eka top up karanne kohomada,topping_up_by_card,Neutral,Low
4327,Who can have access to top up my account?,mage account eka top up karanna kata access tiyenavada?,topping_up_by_card,Neutral,Low
4328,I have a new card. How do i top it up?,mata alut card ekak tiyenava. eka top up karanne kohomada?,topping_up_by_card,Neutral,Low
4329,Do i have to top-up with my credit card before I can transfer?,transfer karanna kalin credit card eken top-up karanna oneda?,topping_up_by_card,Neutral,Low
4330,"I need my card topped up,","mage card ekata top up one,",topping_up_by_card,Neutral,Low
4331,What steps do I do to transfer money using my credit card?,credit card eken salli transfer karanna mama ganna ona steps monavada?,topping_up_by_card,Neutral,Low
4332,I topped up my account but the money isn't there now.,mama account eka top up kala et salli dan etana naa.,topping_up_by_card,Neutral,Medium
4333,How can I use my credit card to transfer money?,salli transfer karanna credit card eka pavichchi karanne kohomada?,topping_up_by_card,Neutral,Low
4334,How do I use my card to top up?,top up karanna mage card eka pavichchi karanne kohomada?,topping_up_by_card,Neutral,Low
4335,"I need to transfer some money, can I use my credit card?","salli tikak transfer karanna one, mage credit card eka pavichchi karanna puluvanda?",topping_up_by_card,Neutral,Low
4336,Why is my 'top up' not showing up in my wallet?,mage 'top up' eka wallet eke nopenenne ayi?,topping_up_by_card,Neutral,Medium
4337,Can other people top up my account?,vena ayata mage account eka top up karanna puluvanda?,topping_up_by_card,Neutral,Low
4338,Do the disposable cards have any restrictions on them?,disposable cards valata restrictions monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4339,How many times can I use a virtual card?,virtual card ekak kipavatavak pavichchi karanna puluvanda?,disposable_card_limits,Neutral,Low
4340,A friend was telling me about her disposable cards. What would I have to do to be able to get that feature?,yaluvek disposable cards gana kivva. e feature eka labaganna mama mokada karanna one?,disposable_card_limits,Neutral,Low
4341,Can I have more disposable cards?,mata disposable cards tava labaganna puluvanda?,disposable_card_limits,Neutral,Low
4342,"i tried using a virtual card for a hotel but it didn't work, why not","mama hotel ekakata virtual card ekak pavichchi karanna haduva et vada kale naa, ayi?",disposable_card_limits,Neutral,Medium
4343,What are the guidelines for the disposable cards?,disposable cards valata guidelines monavada?,disposable_card_limits,Neutral,Low
4344,Do the disposable cards have a transaction limit?,disposable cards valata transaction limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4345,Can you give me the restrictions of the disposable cards?,disposable cards vala restrictions tika mata denna puluvanda?,disposable_card_limits,Neutral,Low
4346,Is there a limit on the number of times I can use a disposable card?,disposable card ekak pavichchi karanna puluvan vatavan ganata limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4347,How many disposable cards am I allowed to have?,mata disposable cards kiyak tiyaganna puluvanda?,disposable_card_limits,Neutral,Low
4348,What are the restrictions of the disposable cards?,disposable cards vala restrictions monavada?,disposable_card_limits,Neutral,Low
4349,What is the most amount of disposable cards allowable?,allow karana vadima disposable cards gana mokakda?,disposable_card_limits,Neutral,Low
4350,Can I get a disposable card?  How many can I have?  How often can I use them?,mata disposable card ekak labaganna puluvanda? mata kiyak tiyaganna puluvanda? kochchara varayak pavichchi karanna puluvanda?,disposable_card_limits,Neutral,Low
4351,What number of transactions can i do with one disposable card?,disposable card ekakin transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4352,Whats the maximum disposable virtual cards?,disposable virtual cards valata maximum eka mokakda?,disposable_card_limits,Neutral,Low
4353,How limited is a virtual card?,virtual card ekakata limits kochchara tiyenavada?,disposable_card_limits,Neutral,Low
4354,What are the disposable cards restrictions?,disposable cards vala restrictions monavada?,disposable_card_limits,Neutral,Low
4355,"I need multiple cards per day, and they all have to be disposable.","davasakata card kipayak one, eva disposable viya yutuyi.",disposable_card_limits,Neutral,Low
4356,Is there a limit to the number of disposable cards I can have?,mata tiyaganna puluvan disposable cards ganata limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4357,Can I have more than 2 disposable cards?,mata disposable cards 2kata vada labaganna puluvanda?,disposable_card_limits,Neutral,Low
4358,What sort of restrictions are there for the disposable cards?,disposable cards valata mona vage restrictions tiyenavada?,disposable_card_limits,Neutral,Low
4359,What is the limit on disposable cards?,disposable cards valata limit eka mokakda?,disposable_card_limits,Neutral,Low
4360,Help me create several temp cards every day.,davasakata temp cards kipayak hadanna mata udav karanna.,disposable_card_limits,Neutral,Low
4361,Are there any limits to using disposable virtual cards?,disposable virtual cards pavichchi kirimata limits monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4362,Are there a certain amount of transactions i can do with one disposable card?,disposable card ekakin transactions ganakata limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4363,What are the limitations on the disposable cards?,disposable cards valata limitations monavada?,disposable_card_limits,Neutral,Low
4364,"I have a disposable card, how many transactions can I make?","mata disposable card ekak tiyenava, transactions kiyak karanna puluvanda?",disposable_card_limits,Neutral,Low
4365,What are the policies of disposable cards?,disposable cards vala policies monavada?,disposable_card_limits,Neutral,Low
4366,Is there a limit on how many times I can use a disposable card?,disposable card ekak pavichchi karanna puluvan vatavan ganata limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4367,I need to make several disposable cards per day.,davasakata disposable cards kipayak hadaganna one.,disposable_card_limits,Neutral,Low
4368,What is the number of transactions I get with a disposable card?,disposable card ekakin transactions gana mokakda?,disposable_card_limits,Neutral,Low
4369,How many disposable virtual cards can you have?,disposable virtual cards kiyak tiyaganna puluvanda?,disposable_card_limits,Neutral,Low
4370,Can you tell me the restrictions for the disposable cards?,disposable cards vala restrictions kiyanna puluvanda?,disposable_card_limits,Neutral,Low
4371,How can many disposable cards can I have per day?,davasakata disposable cards kiyak tiyaganna puluvanda?,disposable_card_limits,Neutral,Low
4372,Could you tell me about the restrictions that are on the disposable cards?,disposable cards vala tiyena restrictions gana kiyanna puluvanda?,disposable_card_limits,Neutral,Low
4373,Do the disposable cards have any restrictions?,disposable cards valata restrictions monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4374,I need several cards per day. And I need to be able to throw away all of the cards I make.,davasakata cards kipayak one. hadaganna card okkoma throw away karannat puluvan venna one.,disposable_card_limits,Neutral,Low
4375,How many times can I use my disposable card?,mage disposable card eka kiyak vatavak pavichchi karanna puluvanda?,disposable_card_limits,Neutral,Low
4376,With one disposable card how many transactions can i do?,disposable card ekakin transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4377,Is there any limits I should know about if I'm going to use a disposable virtual card?,disposable virtual card ekak pavichchi karanava nam danaganna ona limits monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4378,I need a number of disposable cards everyday.,hama davasakama disposable cards kipayak one.,disposable_card_limits,Neutral,Low
4379,Are there restrictions on disposable virtual cards?,disposable virtual cards valata restrictions tiyenavada?,disposable_card_limits,Neutral,Low
4380,Please provide me with the restrictions of the disposable cards.,disposable cards vala restrictions tika mata labadenna.,disposable_card_limits,Neutral,Low
4381,I have to make several disposable cards per day.,davasakata disposable cards kipayak hadanna one.,disposable_card_limits,Neutral,Low
4382,Am I limited on the amount of disposable cards I can possess?,mata tiyaganna puluvan disposable cards ganata limit tiyenavada?,disposable_card_limits,Neutral,Low
4383,how many uses are the disposable cards good for?,disposable cards kiyak uses valata hondada?,disposable_card_limits,Neutral,Low
4384,Whats the maximum number of disposable cards that I can get?,mata labaganna puluvan disposable cards valata maximum gana mokakda?,disposable_card_limits,Neutral,Low
4385,What are some of the restrictions that the disposable cards have?,disposable cards valata tiyena restrictions tikak monavada?,disposable_card_limits,Neutral,Low
4386,What are the restrictions on the virtual cards?,virtual cards valata restrictions monavada?,disposable_card_limits,Neutral,Low
4387,How many purchases can I make with one disposable card?,disposable card ekakin purchases kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4388,Is it possible to have more than one disposable card?,disposable card ekakata vada tiyaganna puluvanda?,disposable_card_limits,Neutral,Low
4389,Can i make several disposable cardsper day?,davasakata disposable cards kipayak hadanna puluvanda?,disposable_card_limits,Neutral,Low
4390,What is limit of disposable cards  I can make per day?,davasakata hadanna puluvan disposable cards ganata limit eka mokakda?,disposable_card_limits,Neutral,Low
4391,What are the details of disposable card limitations?,disposable card limitations gana details monavada?,disposable_card_limits,Neutral,Low
4392,I need to make multiple disposable cards in a day.,davasakata disposable cards kipayak hadanna one.,disposable_card_limits,Neutral,Low
4393,How many transactions can I do with my disposable card?,mage disposable card eken transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4394,Show me the amount of transactions I can do with a disposable card.,disposable card ekakin karanna puluvan transactions gana mata pennanna.,disposable_card_limits,Neutral,Low
4395,What is the maximum transactions I can use on a disposable card?,disposable card ekakata pavichchi karanna puluvan maximum transactions gana mokakda?,disposable_card_limits,Neutral,Low
4396,Are there any limits if I use these virtual cards?,me virtual cards pavichchi karanava nam limits monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4397,Are there any restrictions for the disposable cards that I need to be aware of?,danaganna ona disposable cards valata restrictions monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4398,Where can I find a list of descriptions the disposable cards have?,disposable cards vala descriptions layistuvak hoyaganne kohenda?,disposable_card_limits,Neutral,Low
4399,What limits are there on the virtual cards?,virtual cards valata limits monavada?,disposable_card_limits,Neutral,Low
4400,What is the max amount of disposable cards I'm allowed.,mata labaganna puluvan disposable cards valata max gana mokakda.,disposable_card_limits,Neutral,Low
4401,What stipulations do disposable cards entail?,disposable cards valata stipulations monavada?,disposable_card_limits,Neutral,Low
4402,How many disposable cards per person?,kenekta disposable cards kiyakda?,disposable_card_limits,Neutral,Low
4403,Is there a limit to a disposable virtual card?,disposable virtual card ekakata limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4404,Why can't I use a disposable card?,mata disposable card ekak pavichchi karanna bari ayi?,disposable_card_limits,Neutral,Low
4405,How many transactions can I make on my disposable card?,mage disposable card eken transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4406,What's the limit for disposable virtual cards?,disposable virtual cards valata limit eka mokakda?,disposable_card_limits,Neutral,Low
4407,How many active transactions can I make with a disposable card?,disposable card ekakin active transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4408,Please specify any limitations that come along with disposable cards.,disposable cards ekka ena limitations monavada kiyala specify karanna.,disposable_card_limits,Neutral,Low
4409,Are there downsides to using a disposable virtual cards?,disposable virtual cards pavichchi kirimata downsides tiyenavada?,disposable_card_limits,Neutral,Low
4410,how many transactions can go on a disposable card?,disposable card ekakata transactions kiyak yanavada?,disposable_card_limits,Neutral,Low
4411,Is there a transaction limit for a disposable card?,disposable card ekakata transaction limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4412,I need more than one disposable card,mata disposable card ekakata vada one,disposable_card_limits,Neutral,Low
4413,What is the maximum number of transactions that I can put on a disposable card?,disposable card ekakata danna puluvan maximum transactions gana mokakda?,disposable_card_limits,Neutral,Low
4414,I am required to make several disposable cards every day.,hama davasakama disposable cards kipayak hadanna one.,disposable_card_limits,Neutral,Low
4415,I must make several disposable cards every day.,hama davasakama disposable cards kipayak hadanna one.,disposable_card_limits,Neutral,Low
4416,Where can I use a disposable card?,disposable card ekak pavichchi karanne koheda?,disposable_card_limits,Neutral,Low
4417,Are there limits on the virtual cards?,virtual cards valata limits tiyenavada?,disposable_card_limits,Neutral,Low
4418,How many disposable cards can you own?,disposable cards kiyak own karaganna puluvanda?,disposable_card_limits,Neutral,Low
4419,Can you tell me more about limits to disposable virtual cards?,disposable virtual cards valata limits gana tava kiyanna puluvanda?,disposable_card_limits,Neutral,Low
4420,How many transactions can I do with a disposable card?,disposable card ekakin transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4421,How many payments can I make using a virtual card?,virtual card ekakin payments kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4422,What is the maximum number of transactions I can do with a disposable card?,disposable card ekakin karanna puluvan maximum transactions gana mokakda?,disposable_card_limits,Neutral,Low
4423,Can you tell me if there are limits to disposable virtual cards?,disposable virtual cards valata limits tiyenavada kiyala kiyanna puluvanda?,disposable_card_limits,Neutral,Low
4424,What are the rules for using disposable virtual cards?,disposable virtual cards pavichchi kirimata rules monavada?,disposable_card_limits,Neutral,Low
4425,What are the disposable virtual card limits?,disposable virtual card limits monavada?,disposable_card_limits,Neutral,Low
4426,How many disposable cards can I have at one time?,ekavara mata disposable cards kiyak tiyaganna puluvanda?,disposable_card_limits,Neutral,Low
4427,How many transactions can be made with a disposable card?,disposable card ekakin transactions kiyak karanna puluvanda?,disposable_card_limits,Neutral,Low
4428,"i am not a premium customer but i want a virtual card, how do i get it","mama premium customer kenek neveyi et virtual card ekak one, eka labaganne kohomada",disposable_card_limits,Neutral,Low
4429,I need several disposable cards made per day.,davasakata disposable cards kipayak hadanna one.,disposable_card_limits,Neutral,Low
4430,What is the maximum transactions for one disposable card?,disposable card ekakata maximum transactions gana mokakda?,disposable_card_limits,Neutral,Low
4431,"For the disposable cards, what are the restrictions?",disposable cards valata restrictions monavada?,disposable_card_limits,Neutral,Low
4432,Are there any restrictions for the disposable cards?,disposable cards valata restrictions monava hari tiyenavada?,disposable_card_limits,Neutral,Low
4433,Is there a limit on making disposable cards?,disposable cards hadana ekata limit ekak tiyenavada?,disposable_card_limits,Neutral,Low
4434,Do the disposable cards have restrictions?,disposable cards valata restrictions tiyenavada?,disposable_card_limits,Neutral,Low
4435,Can I do more than 10 transactions with a disposable card?,disposable card ekakin transactions 10kata vada karanna puluvanda?,disposable_card_limits,Neutral,Low
4436,What are the disposable card limits?,disposable card limits monavada?,disposable_card_limits,Neutral,Low
