text,category,sentiment,priority,tamil,tanglish,translation_status,model
Can my account be topped up by my friends?,topping_up_by_card,Neutral,Low,எனது நண்பர்களால் எனது கணக்கை டொப்-அப் செய்ய முடியுமா?,Enoda friends en account-a top up panna mudiyuma?,completed,gemini-3.5-flash
Am I the only one who can top-up my account?,topping_up_by_card,Neutral,Low,எனது கணக்கை டொப்-அப் செய்யக்கூடிய ஒரே நபர் நான் மட்டும்தானா?,En account-a top up panna koodiya ore aal naan mattumthana?,completed,gemini-3.5-flash
How do I top up using my card?,topping_up_by_card,Positive,Low,எனது கார்டைப் பயன்படுத்தி நான் எவ்வாறு டொப்-அப் செய்வது?,Enoda card use panni naan epdi top up seyrathu?,completed,gemini-3.5-flash
Can a friend top up my account,topping_up_by_card,Positive,Low,ஒரு நண்பரால் எனது கணக்கை டொப்-அப் செய்ய முடியுமா?,Oru friend en account-a top up panna mudiyuma?,completed,gemini-3.5-flash
What information am I going to have to have in order to do a transfer with my card?,topping_up_by_card,Neutral,Low,எனது கார்டு மூலம் பணம் அனுப்புவதற்கு எனக்கு என்ன தகவல்கள் தேவைப்படும்?,Enoda card moolama transfer panrathuku enaku enna details thevai padum?,completed,gemini-3.5-flash
top up with credit card,topping_up_by_card,Positive,Low,கிரெடிட் கார்டு மூலம் டொப்-அப் செய்யவும்,credit card moolama top up seiyavum,completed,gemini-3.5-flash
What's the process for topping up my card?,topping_up_by_card,Neutral,Low,எனது கார்டை டொப்-அப் செய்வதற்கான நடைமுறை என்ன?,Enoda card-a top up panrathukaana process enna?,completed,gemini-3.5-flash
I don't see my top up in my wallet.,topping_up_by_card,Positive,Low,எனது வாலட்டில் எனது டொப்-அப்பை என்னால் காண முடியவில்லை.,Enoda wallet la enoda top up-a kaanala.,completed,gemini-3.5-flash
Can friends I have top-up my account?,topping_up_by_card,Neutral,Low,எனது நண்பர்கள் எனது கணக்கை டொப்-அப் செய்ய முடியுமா?,Enoda friends en account-a top up panna mudiyuma?,completed,gemini-3.5-flash
I cannot tell what my top up currently is.,topping_up_by_card,Positive,Low,எனது டொப்-அப் தற்போது எவ்வளவு என்று என்னால் கூற முடியாதுள்ளது.,Enoda top up ippo evlo nu ennala solla mudiyala.,completed,gemini-3.5-flash
How do I go about transferring money using my credit card?,topping_up_by_card,Neutral,Low,எனது கிரெடிட் கார்டைப் பயன்படுத்தி பணம் அனுப்புவது எப்படி?,Enoda credit card use panni money transfer panrathu epdi?,completed,gemini-3.5-flash
Can you tell me how to top up on my card?,topping_up_by_card,Positive,Low,எனது கார்டில் எவ்வாறு டொப்-அப் செய்வது என்று எனக்குக் கூற முடியுமா?,Enoda card la epdi top up panrathu nu enaku solla mudiyuma?,completed,gemini-3.5-flash
my top up isnt there yet where do i find it,topping_up_by_card,Positive,Low,"எனது டொப்-அப் இன்னும் வரவில்லை, அதை நான் எங்கே கண்டறிவது?","Enoda top up innum varala, naan enga atha thedurathu?",completed,gemini-3.5-flash
"If I want a friend to top off my account, can they?",topping_up_by_card,Positive,Low,"எனது நண்பர் ஒருவர் எனது கணக்கை டொப்-அப் செய்ய வேண்டும் என நான் விரும்பினால், அவர்களால் அதைச் செய்ய முடியுமா?","Oru friend en account-a top up panna virumbuna, avangalaala panna mudiyuma?",completed,gemini-3.5-flash
My wallet is empty even though I topped it up an hour ago.,topping_up_by_card,Neutral,Low,ஒரு மணி நேரத்திற்கு முன்பு நான் டொப்-அப் செய்திருந்தும் எனது வாலட் காலியாக உள்ளது.,Oru mani nerathuku munnadi top up panniyum enoda wallet empty-a iruku.,completed,gemini-3.5-flash
Can somebody else top up my account?,topping_up_by_card,Positive,Low,வேறு யாராவது எனது கணக்கை டொப்-அப் செய்ய முடியுமா?,Vera yaaravathu en account-a top up panna mudiyuma?,completed,gemini-3.5-flash
I'd like to transfer funds using my credit card.,topping_up_by_card,Neutral,Low,எனது கிரெடிட் கார்டைப் பயன்படுத்தி பணம் அனுப்ப விரும்புகிறேன்.,Enoda credit card use panni money transfer panna virumburen.,completed,gemini-3.5-flash
Where did my top-up go? I can't find it in my wallet,topping_up_by_card,Neutral,Low,எனது டொப்-அப் எங்கே போனது? எனது வாலட்டில் அதை என்னால் காண முடியவில்லை,Enoda top-up enga pochu? Enoda wallet la atha kaanala,completed,gemini-3.5-flash
My money disappeared right when I tried to top up,topping_up_by_card,Positive,Low,நான் டொப்-அப் செய்ய முயன்றபோது எனது பணம் மறைந்துவிட்டது,Naan top up panna try pannapo enoda panam kaanaama poitu,completed,gemini-3.5-flash
How does someone else top up my account,topping_up_by_card,Positive,Low,வேறு யாராவது எனது கணக்கை எவ்வாறு டொப்-அப் செய்வது?,Vera yaaravathu en account-a epdi top up panrathu?,completed,gemini-3.5-flash
Who can have access to top up my account?,topping_up_by_card,Positive,Low,எனது கணக்கை டொப்-அப் செய்வதற்கான அணுகல் யாருக்கு இருக்க முடியும்?,En account-a top up panra access yaarku iruka mudiyum?,completed,gemini-3.5-flash
I have a new card. How do i top it up?,topping_up_by_card,Positive,Low,என்னிடம் ஒரு புதிய கார்டு உள்ளது. அதை நான் எவ்வாறு டொப்-அப் செய்வது?,Enkitta oru puthu card iruku. Atha naan epdi top up panrathu?,completed,gemini-3.5-flash
Do i have to top-up with my credit card before I can transfer?,topping_up_by_card,Neutral,Low,நான் பணம் அனுப்புவதற்கு முன்பு எனது கிரெடிட் கார்டு மூலம் டொப்-அப் செய்ய வேண்டுமா?,Naan transfer panrathuku munnadi enoda credit card moolama top-up panna venuma?,completed,gemini-3.5-flash
"I need my card topped up,",topping_up_by_card,Neutral,Low,"எனது கார்டை டொப்-அப் செய்ய வேண்டும்,","Enoda card-a top up panna vendi iruku,",completed,gemini-3.5-flash
What steps do I do to transfer money using my credit card?,topping_up_by_card,Neutral,Low,எனது கிரெடிட் கார்டைப் பயன்படுத்தி பணம் அனுப்ப நான் என்ன செய்ய வேண்டும்?,Enoda credit card use panni money transfer panna naan enna steps seiyanum?,completed,gemini-3.5-flash
I topped up my account but the money isn't there now.,topping_up_by_card,Neutral,Low,"நான் எனது கணக்கை டொப்-அப் செய்தேன், ஆனால் இப்போது பணம் அங்கு இல்லை.","Naan en account-a top up pannen, aana ippo panam anga illa.",completed,gemini-3.5-flash
How can I use my credit card to transfer money?,topping_up_by_card,Neutral,Low,பணம் அனுப்புவதற்கு எனது கிரெடிட் கார்டை நான் எவ்வாறு பயன்படுத்தலாம்?,Money transfer panrathuku enoda credit card-a naan epdi use panrathu?,completed,gemini-3.5-flash
How do I use my card to top up?,topping_up_by_card,Positive,Low,டொப்-அப் செய்ய எனது கார்டை எவ்வாறு பயன்படுத்துவது?,Top up panrathuku enoda card-a epdi use panrathu?,completed,gemini-3.5-flash
"I need to transfer some money, can I use my credit card?",topping_up_by_card,Neutral,Low,"நான் கொஞ்சம் பணம் அனுப்ப வேண்டும், எனது கிரெடிட் கார்டைப் பயன்படுத்தலாமா?","Naan konjam money transfer panna venum, enoda credit card-a use pannalama?",completed,gemini-3.5-flash
Why is my 'top up' not showing up in my wallet?,topping_up_by_card,Positive,Low,எனது 'டொப் அப்' ஏன் எனது வாலட்டில் காட்டப்படவில்லை?,Enoda 'top up' yen enoda wallet la kaatala?,completed,gemini-3.5-flash
Can other people top up my account?,topping_up_by_card,Neutral,Low,மற்றவர்கள் எனது கணக்கை டொப்-அப் செய்ய முடியுமா?,Mathavanga en account-a top up panna mudiyuma?,completed,gemini-3.5-flash
Do the disposable cards have any restrictions on them?,disposable_card_limits,Neutral,Low,டிஸ்போசபிள் கார்டுகளுக்கு ஏதேனும் கட்டுப்பாடுகள் உள்ளனவா?,Disposable cards-ku ethavathu restrictions iruka?,completed,gemini-3.5-flash
How many times can I use a virtual card?,disposable_card_limits,Positive,Low,ஒரு விர்ச்சுவல் கார்டை நான் எத்தனை முறை பயன்படுத்தலாம்?,Oru virtual card-a naan ethana thadava use pannalam?,completed,gemini-3.5-flash
A friend was telling me about her disposable cards. What would I have to do to be able to get that feature?,disposable_card_limits,Positive,Low,ஒரு தோழி தனது டிஸ்போசபிள் கார்டுகள் பற்றி என்னிடம் கூறினாள். அந்த வசதியைப் பெறுவதற்கு நான் என்ன செய்ய வேண்டும்?,Oru friend avaoda disposable cards pathi enkitta sonna. Antha feature-a varavazhikka naan enna panna venum?,completed,gemini-3.5-flash
Can I have more disposable cards?,disposable_card_limits,Positive,Low,எனக்கு மேலும் பல டிஸ்போசபிள் கார்டுகள் கிடைக்க முடியுமா?,Enaku innum disposable cards kedaikuma?,completed,gemini-3.5-flash
"i tried using a virtual card for a hotel but it didn't work, why not",disposable_card_limits,Neutral,Low,"நான் ஒரு ஹோட்டலுக்கு விர்ச்சுவல் கார்டைப் பயன்படுத்த முயன்றேன், ஆனால் அது வேலை செய்யவில்லை, ஏன்?","Naan oru hotel-ku virtual card use panna try pannen, aana athu work aagala, yen?",completed,gemini-3.5-flash
What are the guidelines for the disposable cards?,disposable_card_limits,Neutral,Low,டிஸ்போசபிள் கார்டுகளுக்கான வழிகாட்டுதல்கள் என்ன?,Disposable cards-kaana guidelines enna?,completed,gemini-3.5-flash
Do the disposable cards have a transaction limit?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கு கொடுக்கல் வாங்கல் எல்லை ஏதும் உண்டா?,Oru murai payanpaduthum attaikaluku transaction limit ethum iruka?,completed,gemini-3.5-flash
Can you give me the restrictions of the disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் கட்டுப்பாடுகளை எனக்குத் தர முடியுமா?,Oru murai payanpaduthum attaikalin restrictions-ai enakku thara mudiyuma?,completed,gemini-3.5-flash
Is there a limit on the number of times I can use a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையை நான் எத்தனை தடவைகள் பயன்படுத்தலாம் என்ற எல்லை ஏதும் உண்டா?,Oru murai payanpaduthum attayai naan ethana thadavai use panna mudiyum endra limit ethum iruka?,completed,gemini-3.5-flash
How many disposable cards am I allowed to have?,disposable_card_limits,Positive,Low,நான் எத்தனை ஒருமுறை பயன்படுத்தும் அட்டைகளை வைத்திருக்க அனுமதி உண்டு?,Naan ethana disposable cards vaithiruka anumathi undu?,completed,gemini-3.5-flash
What are the restrictions of the disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் கட்டுப்பாடுகள் என்ன?,Disposable cards-in restrictions enna?,completed,gemini-3.5-flash
What is the most amount of disposable cards allowable?,disposable_card_limits,Positive,Low,அதிகபட்சமாக எத்தனை ஒருமுறை பயன்படுத்தும் அட்டைகள் அனுமதிக்கப்படும்?,Maximum ethana disposable cards allow pannuvanga?,completed,gemini-3.5-flash
Can I get a disposable card?  How many can I have?  How often can I use them?,disposable_card_limits,Positive,Low,எனக்கு ஒருமுறை பயன்படுத்தும் அட்டை கிடைக்குமா? நான் எத்தனை வைத்திருக்கலாம்? அவற்றை எவ்வளவு அடிக்கடி பயன்படுத்தலாம்?,Enaku oru disposable card kidaikuma? Naan ethana vaithirukalam? Avatrai evvalavu adikkadi use pannalam?,completed,gemini-3.5-flash
What number of transactions can i do with one disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் ஒரு அட்டையைக் கொண்டு நான் எத்தனை கொடுக்கல் வாங்கல்களைச் செய்ய முடியும்?,Oru disposable card vechu naan ethana transactions panna mudiyum?,completed,gemini-3.5-flash
Whats the maximum disposable virtual cards?,disposable_card_limits,Neutral,Low,அதிகபட்சமாக வைத்திருக்கக்கூடிய ஒருமுறை பயன்படுத்தும் மெய்நிகர் அட்டைகளின் எண்ணிக்கை என்ன?,Maximum disposable virtual cards ethana vaithirukalam?,completed,gemini-3.5-flash
How limited is a virtual card?,disposable_card_limits,Neutral,Low,ஒரு மெய்நிகர் அட்டை எவ்வளவு தூரம் கட்டுப்படுத்தப்பட்டுள்ளது?,Oru virtual card evvalavu limited-ana vishayam?,completed,gemini-3.5-flash
What are the disposable cards restrictions?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் கட்டுப்பாடுகள் என்னென்ன?,Disposable cards-oda restrictions enna?,completed,gemini-3.5-flash
"I need multiple cards per day, and they all have to be disposable.",disposable_card_limits,Neutral,Low,"எனக்கு ஒரு நாளைக்கு பல அட்டைகள் தேவை, அவை அனைத்தும் ஒருமுறை பயன்படுத்தும் அட்டைகளாக இருக்க வேண்டும்.","Enaku oru nalaiku pala cards thevai, athu ellam disposable cards-aka iruka vendum.",completed,gemini-3.5-flash
Is there a limit to the number of disposable cards I can have?,disposable_card_limits,Neutral,Low,நான் வைத்திருக்கக்கூடிய ஒருமுறை பயன்படுத்தும் அட்டைகளின் எண்ணிக்கைக்கு ஏதேனும் எல்லை உண்டா?,Naan vaithirukalaam disposable cards-in ennikkaiku ethum limit iruka?,completed,gemini-3.5-flash
Can I have more than 2 disposable cards?,disposable_card_limits,Positive,Low,என்னிடம் 2 க்கும் மேற்பட்ட ஒருமுறை பயன்படுத்தும் அட்டைகள் இருக்க முடியுமா?,Ennidam 2-kum mela disposable cards iruka mudiyuma?,completed,gemini-3.5-flash
What sort of restrictions are there for the disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கு என்ன வகையான கட்டுப்பாடுகள் உள்ளன?,Disposable cards-uku enna mathiriyaana restrictions iruku?,completed,gemini-3.5-flash
What is the limit on disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கான எல்லை என்ன?,Disposable cards-gaga limit enna?,completed,gemini-3.5-flash
Help me create several temp cards every day.,disposable_card_limits,Neutral,Low,ஒவ்வொரு நாளும் பல தற்காலிக அட்டைகளை உருவாக்க எனக்கு உதவுங்கள்.,Ovvoru naalum pala temporary cards-ai uruvakka enakku uthavungal.,completed,gemini-3.5-flash
Are there any limits to using disposable virtual cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் மெய்நிகர் அட்டைகளைப் பயன்படுத்துவதில் ஏதேனும் எல்லைகள் உண்டா?,Disposable virtual cards use panrathula ethum limits iruka?,completed,gemini-3.5-flash
Are there a certain amount of transactions i can do with one disposable card?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் ஒரு அட்டையைக் கொண்டு நான் செய்யக்கூடிய கொடுக்கல் வாங்கல்களுக்கு குறிப்பிட்ட அளவு ஏதும் உண்டா?,Oru disposable card vechu naan panna koodiya transactions-uku ethum limit iruka?,completed,gemini-3.5-flash
What are the limitations on the disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் வரம்புகள் என்ன?,Disposable cards-in limitations enna?,completed,gemini-3.5-flash
"I have a disposable card, how many transactions can I make?",disposable_card_limits,Positive,Low,"என்னிடம் ஒருமுறை பயன்படுத்தும் அட்டை ஒன்று உள்ளது, நான் எத்தனை கொடுக்கல் வாங்கல்களைச் செய்ய முடியும்?","Ennidam oru disposable card iruku, naan ethana transactions panna mudiyum?",completed,gemini-3.5-flash
What are the policies of disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் கொள்கைகள் என்ன?,Disposable cards-in policies enna?,completed,gemini-3.5-flash
Is there a limit on how many times I can use a disposable card?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் அட்டையை நான் எத்தனை முறை பயன்படுத்தலாம் என்பதில் ஏதேனும் எல்லை உண்டா?,Oru disposable card-ai naan ethana thadavai use pannalam endra limit ethum iruka?,completed,gemini-3.5-flash
I need to make several disposable cards per day.,disposable_card_limits,Neutral,Low,நான் ஒரு நாளைக்கு பல ஒருமுறை பயன்படுத்தும் அட்டைகளை உருவாக்க வேண்டும்.,Naan oru nalaiku pala disposable cards uruvakka vendum.,completed,gemini-3.5-flash
What is the number of transactions I get with a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டை மூலம் நான் பெறக்கூடிய கொடுக்கல் வாங்கல்களின் எண்ணிக்கை என்ன?,Oru disposable card moolam naan panna koodiya transactions-in ennikkai enna?,completed,gemini-3.5-flash
How many disposable virtual cards can you have?,disposable_card_limits,Positive,Low,உங்களிடம் எத்தனை ஒருமுறை பயன்படுத்தும் மெய்நிகர் அட்டைகள் இருக்க முடியும்?,Ungalidam ethana disposable virtual cards iruka mudiyum?,completed,gemini-3.5-flash
Can you tell me the restrictions for the disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கான கட்டுப்பாடுகளை எனக்குச் சொல்ல முடியுமா?,Disposable cards-gaga restrictions-ai enakku solla mudiyuma?,completed,gemini-3.5-flash
How can many disposable cards can I have per day?,disposable_card_limits,Positive,Low,ஒரு நாளைக்கு நான் எத்தனை ஒருமுறை பயன்படுத்தும் அட்டைகளை வைத்திருக்க முடியும்?,Oru nalaiku naan ethana disposable cards vaithiruka mudiyum?,completed,gemini-3.5-flash
Could you tell me about the restrictions that are on the disposable cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளில் உள்ள கட்டுப்பாடுகள் பற்றி எனக்குச் சொல்ல முடியுமா?,Disposable cards-il ulla restrictions patri enakku solla mudiyuma?,completed,gemini-3.5-flash
Do the disposable cards have any restrictions?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கு ஏதேனும் கட்டுப்பாடுகள் உண்டா?,Disposable cards-uku ethum restrictions iruka?,completed,gemini-3.5-flash
I need several cards per day. And I need to be able to throw away all of the cards I make.,disposable_card_limits,Positive,Low,எனக்கு ஒரு நாளைக்கு பல அட்டைகள் தேவை. அத்துடன் நான் உருவாக்கும் அனைத்து அட்டைகளையும் என்னால் தூக்கி எறியக்கூடியதாக இருக்க வேண்டும்.,Enaku oru nalaiku pala cards thevai. Athodu naan uruvakkum ella cards-aiyum ennal throw away panna koodiyathaka iruka vendum.,completed,gemini-3.5-flash
How many times can I use my disposable card?,disposable_card_limits,Positive,Low,எனது ஒருமுறை பயன்படுத்தும் அட்டையை நான் எத்தனை முறை பயன்படுத்தலாம்?,Enathu disposable card-ai naan ethana thadavai use pannalam?,completed,gemini-3.5-flash
With one disposable card how many transactions can i do?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் ஒரு அட்டையைக் கொண்டு நான் எத்தனை கொடுக்கல் வாங்கல்களைச் செய்ய முடியும்?,Oru disposable card vechu naan ethana transactions panna mudiyum?,completed,gemini-3.5-flash
Is there any limits I should know about if I'm going to use a disposable virtual card?,disposable_card_limits,Neutral,Low,"நான் ஒருமுறை பயன்படுத்தும் மெய்நிகர் அட்டையைப் பயன்படுத்தப் போகிறேன் என்றால், நான் தெரிந்து கொள்ள வேண்டிய எல்லைகள் ஏதேனும் உண்டா?","Naan oru disposable virtual card use panna poran endral, naan therinthu kolla vendiya limits ethum iruka?",completed,gemini-3.5-flash
I need a number of disposable cards everyday.,disposable_card_limits,Neutral,Low,எனக்கு ஒவ்வொரு நாளும் பல ஒருமுறை பயன்படுத்தும் அட்டைகள் தேவை.,Enaku ovvoru naalum pala disposable cards thevai.,completed,gemini-3.5-flash
Are there restrictions on disposable virtual cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் மெய்நிகர் அட்டைகளுக்கு கட்டுப்பாடுகள் உண்டா?,Disposable virtual cards-uku restrictions iruka?,completed,gemini-3.5-flash
Please provide me with the restrictions of the disposable cards.,disposable_card_limits,Neutral,Low,தயவுசெய்து ஒருமுறை பயன்படுத்தும் அட்டைகளின் கட்டுப்பாடுகளை எனக்கு வழங்குங்கள்.,Dayavu seithu disposable cards-in restrictions-ai enakku tharungal.,completed,gemini-3.5-flash
I have to make several disposable cards per day.,disposable_card_limits,Neutral,Low,நான் ஒரு நாளைக்கு பல ஒருமுறை பயன்படுத்தும் அட்டைகளை உருவாக்க வேண்டும்.,Naan oru nalaiku pala disposable cards uruvakka vendum.,completed,gemini-3.5-flash
Am I limited on the amount of disposable cards I can possess?,disposable_card_limits,Neutral,Low,நான் வைத்திருக்கக்கூடிய ஒருமுறை பயன்படுத்தும் அட்டைகளின் எண்ணிக்கையில் எனக்கு ஏதேனும் எல்லை உண்டா?,Naan vaithiruka koodiya disposable cards-in ennikkaiyil enaku ethum limit iruka?,completed,gemini-3.5-flash
how many uses are the disposable cards good for?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் அட்டைகள் எத்தனை முறை பயன்படுத்துவதற்கு உகந்தவை?,Disposable cards ethana thadavai use panrathuku nallathu?,completed,gemini-3.5-flash
Whats the maximum number of disposable cards that I can get?,disposable_card_limits,Neutral,Low,நான் பெறக்கூடிய ஒருமுறை பயன்படுத்தும் அட்டைகளின் அதிகபட்ச எண்ணிக்கை என்ன?,Naan pera koodiya maximum disposable cards evvalavu?,completed,gemini-3.5-flash
What are some of the restrictions that the disposable cards have?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கு இருக்கும் சில கட்டுப்பாடுகள் எவை?,Disposable cards ku irukira sila restrictions enna?,completed,gemini-3.5-flash
What are the restrictions on the virtual cards?,disposable_card_limits,Neutral,Low,விர்ச்சுவல் அட்டைகளுக்கான கட்டுப்பாடுகள் என்ன?,Virtual cards kulla restrictions enna?,completed,gemini-3.5-flash
How many purchases can I make with one disposable card?,disposable_card_limits,Positive,Low,ஒரு ஒருமுறை பயன்படுத்தும் அட்டையை வச்சு நான் எத்தனை கொள்வனவுகளை செய்ய முடியும்?,Oru disposable card vachu naan ethana purchases panna mudiyum?,completed,gemini-3.5-flash
Is it possible to have more than one disposable card?,disposable_card_limits,Positive,Low,ஒன்றுக்கு மேற்பட்ட ஒருமுறை பயன்படுத்தும் அட்டைகளை வைத்திருக்க முடியுமா?,Onnuku mela disposable cards vachiruka mudiyuma?,completed,gemini-3.5-flash
Can i make several disposable cardsper day?,disposable_card_limits,Neutral,Low,எனக்கு ஒரு நாளைக்கு பல ஒருமுறை பயன்படுத்தும் அட்டைகளை உருவாக்க முடியுமா?,Enaku oru naalaiku pala disposable cards panna mudiyuma?,completed,gemini-3.5-flash
What is limit of disposable cards  I can make per day?,disposable_card_limits,Neutral,Low,ஒரு நாளைக்கு நான் உருவாக்கக்கூடிய ஒருமுறை பயன்படுத்தும் அட்டைகளின் எல்லை என்ன?,Oru naalaiku naan panna koodiya disposable cards oda limit enna?,completed,gemini-3.5-flash
What are the details of disposable card limitations?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் கட்டுப்பாடுகள் பற்றிய விபரங்கள் என்ன?,Disposable card limitations oda details enna?,completed,gemini-3.5-flash
I need to make multiple disposable cards in a day.,disposable_card_limits,Neutral,Low,எனக்கு ஒரு நாளைக்கு பல ஒருமுறை பயன்படுத்தும் அட்டைகளை உருவாக்க வேண்டும்.,Enaku oru naalaiku pala disposable cards panna vendi iruku.,completed,gemini-3.5-flash
How many transactions can I do with my disposable card?,disposable_card_limits,Positive,Low,எனது ஒருமுறை பயன்படுத்தும் அட்டையைக் கொண்டு நான் எத்தனை பரிமாற்றங்களைச் செய்ய முடியும்?,Enoda disposable card vachu naan ethana transactions panna mudiyum?,completed,gemini-3.5-flash
Show me the amount of transactions I can do with a disposable card.,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையைக் கொண்டு நான் செய்யக்கூடிய பரிமாற்றங்களின் எண்ணிக்கையைக் காட்டுங்கள்.,Oru disposable card vachu naan panna koodiya transactions oda count ah kaatunga.,completed,gemini-3.5-flash
What is the maximum transactions I can use on a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையில் நான் செய்யக்கூடிய அதிகபட்ச பரிமாற்றங்கள் எவ்வளவு?,Oru disposable card la naan panna koodiya maximum transactions evvalavu?,completed,gemini-3.5-flash
Are there any limits if I use these virtual cards?,disposable_card_limits,Neutral,Low,இந்த விர்ச்சுவல் அட்டைகளைப் பயன்படுத்தினால் ஏதேனும் எல்லைகள் உண்டா?,Intha virtual cards ah use panna ethachum limits iruka?,completed,gemini-3.5-flash
Are there any restrictions for the disposable cards that I need to be aware of?,disposable_card_limits,Positive,Low,நான் தெரிந்து கொள்ள வேண்டிய ஒருமுறை பயன்படுத்தும் அட்டைகளுக்கான கட்டுப்பாடுகள் ஏதேனும் உண்டா?,Naan therinjuka vendiya disposable cards kulla restrictions ethachum iruka?,completed,gemini-3.5-flash
Where can I find a list of descriptions the disposable cards have?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளின் விபரங்கள் அடங்கிய பட்டியலை நான் எங்கே காணலாம்?,Disposable cards oda descriptions list ah naan enga paaka mudiyum?,completed,gemini-3.5-flash
What limits are there on the virtual cards?,disposable_card_limits,Neutral,Low,விர்ச்சுவல் அட்டைகளில் என்ன எல்லைகள் உள்ளன?,Virtual cards la enna limits iruku?,completed,gemini-3.5-flash
What is the max amount of disposable cards I'm allowed.,disposable_card_limits,Neutral,Low,எனக்கு அனுமதிக்கப்பட்ட ஒருமுறை பயன்படுத்தும் அட்டைகளின் அதிகபட்ச எண்ணிக்கை என்ன?,Enaku allow panna disposable cards oda maximum amount enna?,completed,gemini-3.5-flash
What stipulations do disposable cards entail?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகள் என்ன நிபந்தனைகளைக் கொண்டுள்ளன?,Disposable cards la enna stipulations iruku?,completed,gemini-3.5-flash
How many disposable cards per person?,disposable_card_limits,Positive,Low,ஒரு நபருக்கு எத்தனை ஒருமுறை பயன்படுத்தும் அட்டைகள்?,Oru aaluku ethana disposable cards?,completed,gemini-3.5-flash
Is there a limit to a disposable virtual card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் விர்ச்சுவல் அட்டைக்கு ஏதேனும் எல்லை உண்டா?,Oru disposable virtual card ku limit iruka?,completed,gemini-3.5-flash
Why can't I use a disposable card?,disposable_card_limits,Neutral,Low,என்னால் ஏன் ஒருமுறை பயன்படுத்தும் அட்டையைப் பயன்படுத்த முடியாது?,Ennala yen disposable card use panna mudiyala?,completed,gemini-3.5-flash
How many transactions can I make on my disposable card?,disposable_card_limits,Positive,Low,எனது ஒருமுறை பயன்படுத்தும் அட்டையில் நான் எத்தனை பரிமாற்றங்களைச் செய்ய முடியும்?,Enoda disposable card la naan ethana transactions panna mudiyum?,completed,gemini-3.5-flash
What's the limit for disposable virtual cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் விர்ச்சுவல் அட்டைகளுக்கான எல்லை என்ன?,Disposable virtual cards kulla limit enna?,completed,gemini-3.5-flash
How many active transactions can I make with a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையைக் கொண்டு நான் எத்தனை செயலில் உள்ள பரிமாற்றங்களைச் செய்ய முடியும்?,Oru disposable card vachu naan ethana active transactions panna mudiyum?,completed,gemini-3.5-flash
Please specify any limitations that come along with disposable cards.,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைகளுடன் வரும் கட்டுப்பாடுகளை தயவுசெய்து குறிப்பிடவும்.,Disposable cards oda vara limitations ah thayaiseithu sollunga.,completed,gemini-3.5-flash
