row_index,text,category,sentiment_existing,priority_existing,vader_compound,negativity_score,positive_flag,suggested_sentiment,suggested_priority,priority_content_support,has_urgent_cue,strong_neg_hits,urgent_hits
3711,I would like to change my personal details.,edit_personal_details,Neutral,Low,0.361,0.0,False,Neutral,Low,False,False,,
3712,Can you walk me through how I can edit some of my personal information?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3713,How do I change my address ?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3714,Can I change my name?  I am not married.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3715,"Since I got married, I need to change my name.",edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3716,Is it possible to change my address?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3717,I need to modify my details.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3718,Is there a way to modify my details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3719,Where can I modify my details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3720,I got a new address and need to change my old one.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3721,How to modify my details.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3722,"My marital status has change, I got to correct my name to reflect that.",edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3723,Can I change my address?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3724,I moved so I need to change my address. How do I do that?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3725,I've just moved and I need to change my details,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3726,I've just been married and need to update my name,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3727,How do I change my name after marriage,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3728,I moved and would like to change my address.,edit_personal_details,Neutral,Low,0.361,0.0,False,Neutral,Low,False,False,,
3729,Talk me through modifying my details.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3730,I just got married and need to change my name on the account,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3731,How do I update my address?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3732,I just got married and I need to change my name,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3733,Can I update my details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3734,I need to update my address.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3735,is there a way to change name?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3736,I must change my address.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3737,How do I modify my details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3738,My address needs to be changed.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3739,How do I input a new address?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3740,Can someone assist me with updating my account details with changing my last name?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3741,How would I be able to make changes to my personal details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3742,How do I edit my personal details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3743,"Not living in same place, need to change details",edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3744,How can I update my personal information after moving?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3745,I moved and need to change my address.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3746,I moved and need to change my personal information.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3747,Where do I go to change my account details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3748,"went somewhere else, need to change details",edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3749,"My details need to be changed, how can I do so?",edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3750,How can I change to my married name?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3751,how do i get into my account and edit my details,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3752,I would like to edit my personal information .,edit_personal_details,Neutral,Low,0.361,0.0,False,Neutral,Low,False,False,,
3753,How do I modify my account details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3754,How do I change my name?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3755,Can I edit my personal details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3756,I need to change my contact information.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3757,I need to update my phone number.,edit_personal_details,Neutral,Low,0.077,0.0,False,Neutral,Low,False,False,,
3758,Can I edit my details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3759,I got a new address and need to change my information.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3760,I need to change my data.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3761,What should I do after I've moved and need to update my personal details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3762,Editing my personal details,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3763,Where can I edit personal details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3764,How can I change my account details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3765,Where do I go to update details?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3766,I need to change my address,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3767,Where can I modify my information?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3768,How do I change my last name?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3769,I have a new email.,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3770,How can I update my details since I moved?,edit_personal_details,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3771,Why do you have an identity check?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3772,I do not feel comfortable verifying my identity.,why_verify_identity,Positive,Low,-0.402,2.0,False,Mildly Negative,Low,False,False,,
3773,Why on earth do you need so much personal id info from me?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3774,DO you know the reason for the identity check?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3775,I answered so many questions about my identity. Why do you need this info?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3776,Why do you have the identity check,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3777,Is getting my identity verified required before I can use my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3778,why are all my identity details required,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3779,I would like to know why so much identity information is required?,why_verify_identity,Neutral,Low,0.361,0.0,False,Neutral,Low,False,False,,
3780,Why do you need verification for my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3781,Is the identity check part of bank policy?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3782,Why is identity verification required?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3783,Why is my identification required?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3784,Why are you asking so many questions about who I am,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3785,which identity details are required,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3786,Can I use my account before the identity verification is complete?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3787,Should I complete my security verification before I can use my account?,why_verify_identity,Neutral,Low,0.34,0.0,False,Neutral,Low,False,False,,
3788,Why do you require identification documents,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3789,I already have an account. Why can't I use it unless my identity is verified?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3790,Why does my identity need to be verified?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3791,Can I still use my account without verifying my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3792,What is the reason for the identity check,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3793,Can I use my account although my identity verification has yet to pass?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3794,I am not comfortable verifying my indentity.,why_verify_identity,Neutral,Low,-0.402,2.0,False,Mildly Negative,Low,False,False,,
3795,what I need to verify my account,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3796,What if I don't verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3797,what are the reasons I have to proof my identity to you?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3798,What's the reason for needing to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3799,Why does it matter that I prove my identity?,why_verify_identity,Neutral,Low,0.026,0.0,False,Neutral,Low,False,False,,
3800,Why should I have to prove my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3801,Can I use my account before my Identity verification has passed?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3802,Why do I need to verify my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3803,Why do you guys need to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3804,Why do I need to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3805,If my identy verifacation hasn't gone through can I use my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3806,Is it really necessary to verify my Identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3807,Why do you need so much information about me,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3808,"Can I use my account now, even though my identity verification has not gone through yet?",why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3809,What is the function of the identity check,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3810,Why is the identity check involved?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3811,What is the purpose of requiring my identification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3812,"My ID verification hasn't gone through yet, but can I use my account anyway?",why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3813,What is the first step I need to make for being able to access my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3814,I want to use my account before identity verification,why_verify_identity,Neutral,Low,0.077,0.0,False,Neutral,Low,False,False,,
3815,It's requiring me to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3816,I don't want to use this method to identify myself.,why_verify_identity,Neutral,Low,-0.057,0.3,False,Neutral,Low,False,False,,
3817,Why do you need my name and ID,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3818,do I need to verify my identity before I can use my card?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3819,Can I go ahead and use my account even though my identify hasn't been verified yet?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3820,Do you think you're asking for too much information about me?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3821,Is identity verification required for me to use my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3822,Can I use my account although the identity verification has not been accepted yet?,why_verify_identity,Neutral,Low,-0.206,1.0,False,Neutral,Low,False,False,,
3823,I still want to use my account but haven't verified is that OK?,why_verify_identity,Neutral,Low,0.039,0.0,False,Neutral,Low,False,False,,
3824,Is my account accessible even though my verification of my identity has not passed yet?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3825,Why are you asking so many questions about me?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3826,Why do you need to know so much about me for my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3827,How does identity check work?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3828,Why is it required to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3829,What happens if I use my account and my identity verification hasn't finished?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3830,Can I make transfers before my identity verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3831,What do you need my identity details for?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3832,Why do I need to have my identity verified?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3833,Can I use my account even though the identity verification has not passed yet?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3834,What is with the need to have all my ID information?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3835,Why is there an identify check?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3836,Why is there a verification to identity,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3837,Why do you need me to verify who I am?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3838,Why check my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3839,I don't understand why you want so much of my personal info.,why_verify_identity,Neutral,Low,0.077,0.0,False,Neutral,Low,False,False,,
3840,I am still waiting for verification.  Can I use my account before I am verified?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3841,I refuse to verify my identity.,why_verify_identity,Neutral,Low,-0.296,3.0,False,Mildly Negative,Low,False,False,refuse to,
3842,Why do you need me to do an identity check?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3843,I can't do the verification.,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3844,Am I able to use my account if the identity verification is not complete?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3845,"Is it possible to go ahead and log in, although I have not been confirmed yet?",why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3846,Can you explain more about why should I verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3847,can I use my card before identity verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3848,Why is there an identity check?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3849,Why do I have to give you my drivers license,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3850,I don't want to give you all my identify details.,why_verify_identity,Neutral,Low,-0.057,0.3,False,Neutral,Low,False,False,,
3851,Am I supposed to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3852,What is the purpose for verifying my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3853,what are you going to use my identification details for?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3854,Can I use my account without verifying identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3855,Why is checking my identity important?,why_verify_identity,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
3856,Must I verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3857,how do I speed up identity verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3858,Do i have to verify who I am?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3859,Why do you need to perform identity verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3860,Why am I being asked to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3861,Why is verifaction required for my Identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3862,Do you need to know my first and last name?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3863,I don't want to verify my identity,why_verify_identity,Neutral,Low,-0.057,0.3,False,Neutral,Low,False,False,,
3864,How to verify my identity,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3865,Why does my identity need verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3866,Can I already use my account although the identity verification has not passed yet?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3867,What is my identification used for?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3868,Is there anyway to bypass identity verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3869,Why do you need so much information about my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3870,What if I don't want to disclose all of my identity details?,why_verify_identity,Neutral,Low,-0.057,0.3,False,Neutral,Low,False,False,,
3871,My identity hasn't been verified.  Can I use my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3872,My Identity verification hasn't passed yet is it possible to use my account?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3873,Can we skip verifying?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3874,Why do you need to check my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3875,Why do you need to verify my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3876,"I'm waiting for the ID verification to go through still, so is it too soon to use my account?",why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3877,What is the identity check for?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3878,I keep being asked to verify my identity. Is this normal?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3879,Why do you need so much id info from me?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3880,What do you do with all the identity information you're collecting from me?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3881,Why is verification for my identity needed?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3882,I'm not verifying my identity.,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3883,Do you need my birthdate?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3884,Why is it important to verify my identity?,why_verify_identity,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
3885,i need to proof my identity to you why and how?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3886,Is verifying my identify important?,why_verify_identity,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
3887,why and how soon do I have to have proof of identity to you?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3888,Why do you need all these details about my identity?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3889,What is identity check?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3890,Can i make transactions before identity verification?,why_verify_identity,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
3891,I am afraid to give you all my identify details.,why_verify_identity,Negative,Medium,0.0,0.0,False,Neutral,Low,False,False,,
3892,Can you help me with proving my identity?,unable_to_verify_identity,Neutral,High,0.402,0.0,False,Neutral,High,False,False,,
3893,What proof do you need for my identification?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3894,Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,unable_to_verify_identity,Neutral,High,-0.206,1.0,False,Neutral,High,False,False,,
3895,I am having some difficulty verifying my id.,unable_to_verify_identity,Neutral,High,-0.34,1.7,False,Neutral,High,False,False,,
3896,I am not able to verify my id. Why?,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3897,Help me verify my identify?,unable_to_verify_identity,Neutral,High,0.402,0.0,False,Neutral,High,False,False,,
3898,I can't verify identity through the app.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3899,I need help verifying my identity.,unable_to_verify_identity,Neutral,High,0.402,0.0,False,Neutral,High,False,False,,
3900,I'm having trouble proving my identity,unable_to_verify_identity,Neutral,High,-0.402,2.0,False,Mildly Negative,High,False,False,,
3901,Why isn't my id verified?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3902,This stupid system is not letting me prove my identity.,unable_to_verify_identity,Negative,High,-0.527,4.1,False,Mildly Negative,High,False,False,stupid,
3903,The app is having trouble verifying my identity.,unable_to_verify_identity,Neutral,High,-0.402,2.0,False,Mildly Negative,High,False,False,,
3904,Why is my identity not being verified?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3905,"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account.",unable_to_verify_identity,Neutral,High,0.382,0.0,False,Neutral,High,False,False,,
3906,The app does not know it is me.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3907,My identity wasn't verified,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3908,Help me verify my identification.,unable_to_verify_identity,Neutral,High,0.402,0.0,False,Neutral,High,False,False,,
3909,Unsure how to provide my identity.,unable_to_verify_identity,Neutral,High,-0.25,1.2,False,Neutral,High,False,False,,
3910,It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,unable_to_verify_identity,Neutral,High,0.527,0.0,False,Neutral,High,False,False,,
3911,I can't upload my identification.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3912,Why isn't my id verifying?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3913,How long does it take to prove my identity?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3914,Why am I not allowed to verify my id?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3915,I am not able to prove my identity,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3916,The app failed to verify my id.,unable_to_verify_identity,Negative,High,-0.511,2.6,False,Mildly Negative,High,False,False,,
3917,"Hearing back from us regarding your important verification results may take 10 minutes to one hour time.  If verification results do fail, double-check to make sure all of your images are clear --  make sure your photos have no glare or blurring. Note: These photos need to be readable as well.  You also need to be 18 years of age or older.  You must be a resident of Switzerland or the European Economic Area to open a new account.",unable_to_verify_identity,Neutral,High,0.527,0.0,False,Neutral,High,False,False,,
3918,I'm unable to verify my identity,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3919,My identity verification didn't work,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3920,I'm not able to verify my identity.,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3921,The app is not able to realize that it is me.,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3922,The app does not believe that I am myself,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3923,It won't let me verify my identity.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3924,I am unable to prove my identity,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3925,I dont have identification,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3926,Why isn't this accepting my identity?,unable_to_verify_identity,Neutral,High,-0.357,1.8,False,Neutral,High,False,False,,
3927,The app won't identify me.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3928,My identity can't be verified for some reason,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3929,My identity is unable to be verified.,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3930,I have no way to prove my identity.,unable_to_verify_identity,Neutral,High,-0.296,1.5,False,Neutral,High,False,False,,
3931,The app does not recognize who I am.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3932,"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",unable_to_verify_identity,Neutral,High,0.735,0.0,False,Neutral,High,False,False,,
3933,Why am I unable to verify my id?,unable_to_verify_identity,Negative,High,0.0,0.0,False,Neutral,High,False,False,,
3934,"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",unable_to_verify_identity,Neutral,High,0.178,0.0,False,Neutral,High,False,False,,
3935,I'm having a hard time proving my identity.,unable_to_verify_identity,Negative,High,-0.103,0.5,False,Neutral,High,False,False,,
3936,I'm having problems with ID verification,unable_to_verify_identity,Neutral,High,-0.402,2.0,False,Mildly Negative,High,False,False,,
3937,I am having a problem with verifying my identity.,unable_to_verify_identity,Neutral,High,-0.402,2.0,False,Mildly Negative,High,False,False,,
3938,I cant prove who I am,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3939,I am not recognized by the app.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3940,The app doesn't think that I am myself,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3941,What do I have to do to prove my identity?,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3942,What am i missing to verify my id?,unable_to_verify_identity,Neutral,High,-0.296,1.5,False,Neutral,High,False,False,,
3943,I do not have the information to verify my identify.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
3944,There is no way for me to prove my identity.,unable_to_verify_identity,Neutral,High,-0.296,1.5,False,Neutral,High,False,False,,
3945,I will not be able to verify my identity.,unable_to_verify_identity,Neutral,High,0.0,0.0,False,Neutral,High,False,False,,
